stateCode,stateName,localBodyCode,localBodyName,localBodyType,districtCode,districtName,status
8,Rajasthan,248731,Kishangarh Renwal,Town Panchayat,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,248732,Jobner,Town Panchayat,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,248733,Sambhar,Town Panchayat,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,248734,Phulera,Town Panchayat,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,248735,Bagru,Town Panchayat,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,248736,Jaipur Heritage,Municipal Corporations,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,248737,Chaksu,Town Panchayat,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,293844,Greater Jaipur,Municipal Corporations,102.0,Jaipur,FULL MATCH
8,Rajasthan,296922,Paota-Pragpura,Municipality,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,296925,Bassi,Town Panchayat,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,299536,Govindgarh,Municipality,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,300321,Narayana,Town Panchayat,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,300350,Manoharpur,Town Panchayat,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,301406,Lawan,Municipality,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,301438,Dudu,Municipality,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,301440,Fhagi,Town Panchayat,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,301455,Vatika,Municipality,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,301911,Jamwa Ramgarh,Municipality,102.0,Jaipur,AMBIGUOUS MATCH
8,Rajasthan,302800,Kaladera,Municipality,102.0,Jaipur,FULL MATCH
8,Rajasthan,302813,Khejroli,Municipality,102.0,Jaipur,FULL MATCH
8,Rajasthan,302921,Kanota,Municipality,102.0,Jaipur,FULL MATCH
8,Rajasthan,303088,Jaipur,Municipal Corporations,102.0,Jaipur,FULL MATCH
8,Rajasthan,248759,Phalodi,Town Panchayat,103.0,Jaisalmer,AMBIGUOUS MATCH
8,Rajasthan,248763,Jaisalmer,Municipality,103.0,Jaisalmer,AMBIGUOUS MATCH
8,Rajasthan,248764,Pokaran,Town Panchayat,103.0,Jaisalmer,AMBIGUOUS MATCH
8,Rajasthan,248767,Jalore,Municipality,104.0,Jalore,AMBIGUOUS MATCH
8,Rajasthan,248768,Bhinmal,Town Panchayat,104.0,Jalore,AMBIGUOUS MATCH
8,Rajasthan,248769,Sanchore,Town Panchayat,104.0,Jalore,AMBIGUOUS MATCH
8,Rajasthan,299940,Raniwada,Town Panchayat,104.0,Jalore,AMBIGUOUS MATCH
8,Rajasthan,301405,Ahore,Town Panchayat,104.0,Jalore,AMBIGUOUS MATCH
8,Rajasthan,248862,Jhalawar,Municipality,105.0,Jhalawar,AMBIGUOUS MATCH
8,Rajasthan,248863,Jhalrapatan,Municipality,105.0,Jhalawar,AMBIGUOUS MATCH
8,Rajasthan,248865,Aklera,Town Panchayat,105.0,Jhalawar,AMBIGUOUS MATCH
8,Rajasthan,248867,Bhawani Mandi,Town Panchayat,105.0,Jhalawar,AMBIGUOUS MATCH
8,Rajasthan,248868,Pirawa,Town Panchayat,105.0,Jhalawar,AMBIGUOUS MATCH
8,Rajasthan,302855,Dag,Municipality,105.0,Jhalawar,FULL MATCH
8,Rajasthan,302856,Khanpur,Municipality,105.0,Jhalawar,FULL MATCH
8,Rajasthan,302858,Manoharthana,Municipality,105.0,Jhalawar,FULL MATCH
8,Rajasthan,302860,Raipur,Municipality,105.0,Jhalawar,AMBIGUOUS MATCH
8,Rajasthan,248681,Bissau,Town Panchayat,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,248682,Mandawa,Town Panchayat,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,248683,Jhunjhunun,Municipality,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,248684,Baggar,Town Panchayat,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,248685,Pilani,Town Panchayat,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,248687,Chirawa,Town Panchayat,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,248688,Surajgarh,Town Panchayat,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,248690,Khetri,Municipality,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,248691,Mukandgarh,Town Panchayat,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,248692,Nawalgarh,Town Panchayat,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,248693,Udaipurwati,Town Panchayat,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,299939,Gudhagorji,Town Panchayat,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,301409,Singhana,Municipality,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,301462,Ponkh,Town Panchayat,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,301912,Jakhal,Municipality,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,301913,Dundlod,Municipality,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,302258,Sultana,Town Panchayat,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,302612,Malsisar,Municipality,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,302801,Mandrela,Town Panchayat,106.0,Jhunjhunu,AMBIGUOUS MATCH
8,Rajasthan,302876,Buhana,Municipality,106.0,Jhunjhunu,FULL MATCH
8,Rajasthan,248661,Sangaria,Town Panchayat,107.0,Jodhpur,AMBIGUOUS MATCH
8,Rajasthan,248760,Jodhpur-South,Municipal Corporations,107.0,Jodhpur,AMBIGUOUS MATCH
8,Rajasthan,248761,Pipar City,Town Panchayat,107.0,Jodhpur,AMBIGUOUS MATCH
8,Rajasthan,248762,Bilara,Town Panchayat,107.0,Jodhpur,AMBIGUOUS MATCH
8,Rajasthan,293843,Jodhpur-North,Municipal Corporations,107.0,Jodhpur,AMBIGUOUS MATCH
8,Rajasthan,296924,Bhopalgarh,Town Panchayat,107.0,Jodhpur,AMBIGUOUS MATCH
8,Rajasthan,299784,Balesar Satta,Town Panchayat,107.0,Jodhpur,AMBIGUOUS MATCH
8,Rajasthan,301900,Tinwari,Municipality,107.0,Jodhpur,AMBIGUOUS MATCH
8,Rajasthan,301910,Kuri Bhagtasani,Municipality,107.0,Jodhpur,AMBIGUOUS MATCH
8,Rajasthan,302253,Tinwari,Town Panchayat,107.0,Jodhpur,AMBIGUOUS MATCH
8,Rajasthan,302802,Mathaniya,Town Panchayat,107.0,Jodhpur,AMBIGUOUS MATCH
8,Rajasthan,248715,Todabhim,Municipality,108.0,Karauli,AMBIGUOUS MATCH
8,Rajasthan,248716,Hindaun City,Municipality,108.0,Karauli,AMBIGUOUS MATCH
8,Rajasthan,248717,Karauli,Municipality,108.0,Karauli,AMBIGUOUS MATCH
8,Rajasthan,296932,Sapotra,Municipality,108.0,Karauli,AMBIGUOUS MATCH
8,Rajasthan,301413,Mandrayal,Municipality,108.0,Karauli,AMBIGUOUS MATCH
8,Rajasthan,301454,Vajirpur,Town Panchayat,108.0,Karauli,AMBIGUOUS MATCH
8,Rajasthan,302962,Suroth,Municipality,108.0,Karauli,FULL MATCH
8,Rajasthan,248821,Fatehnagar,Town Panchayat,109.0,Kota,AMBIGUOUS MATCH
8,Rajasthan,248822,Udaipur,Municipal Corporations,109.0,Kota,AMBIGUOUS MATCH
8,Rajasthan,248845,Kota-South,Municipal Corporations,109.0,Kota,FULL MATCH
8,Rajasthan,248847,Kaithoon,Town Panchayat,109.0,Kota,AMBIGUOUS MATCH
8,Rajasthan,248851,Ramganj Mandi,Town Panchayat,109.0,Kota,AMBIGUOUS MATCH
8,Rajasthan,248855,Sangod,Town Panchayat,109.0,Kota,AMBIGUOUS MATCH
8,Rajasthan,248857,Anta,Town Panchayat,109.0,Kota,AMBIGUOUS MATCH
8,Rajasthan,248858,Baran,Municipality,109.0,Kota,AMBIGUOUS MATCH
8,Rajasthan,263007,Itawa,Town Panchayat,109.0,Kota,AMBIGUOUS MATCH
8,Rajasthan,293842,Kota-North,Municipal Corporations,109.0,Kota,FULL MATCH
8,Rajasthan,296933,Sultanpur,Town Panchayat,109.0,Kota,AMBIGUOUS MATCH
8,Rajasthan,299765,Mandawar,Town Panchayat,109.0,Kota,AMBIGUOUS MATCH
8,Rajasthan,303090,Kota,Municipal Corporations,109.0,Kota,FULL MATCH
8,Rajasthan,248749,Nagaur,Municipality,110.0,Nagaur,AMBIGUOUS MATCH
8,Rajasthan,248751,Mundwa,Town Panchayat,110.0,Nagaur,AMBIGUOUS MATCH
8,Rajasthan,248752,Kuchera,Town Panchayat,110.0,Nagaur,AMBIGUOUS MATCH
8,Rajasthan,248753,Merta City,Town Panchayat,110.0,Nagaur,AMBIGUOUS MATCH
8,Rajasthan,248755,Parbatsar,Town Panchayat,110.0,Nagaur,AMBIGUOUS MATCH
8,Rajasthan,277231,Degana,Town Panchayat,110.0,Nagaur,AMBIGUOUS MATCH
8,Rajasthan,299764,Jayal,Town Panchayat,110.0,Nagaur,AMBIGUOUS MATCH
8,Rajasthan,299976,Basni,Town Panchayat,110.0,Nagaur,AMBIGUOUS MATCH
8,Rajasthan,301906,Mertaroad,Town Panchayat,110.0,Nagaur,AMBIGUOUS MATCH
8,Rajasthan,302942,Riyan Bari,Municipality,110.0,Nagaur,FULL MATCH
8,Rajasthan,248776,Sojat,Town Panchayat,111.0,Pali,AMBIGUOUS MATCH
8,Rajasthan,248778,Pali,Municipal Corporations,111.0,Pali,AMBIGUOUS MATCH
8,Rajasthan,248780,Rani,Town Panchayat,111.0,Pali,AMBIGUOUS MATCH
8,Rajasthan,248781,Sadri,Town Panchayat,111.0,Pali,AMBIGUOUS MATCH
8,Rajasthan,248782,Takhatgarh,Town Panchayat,111.0,Pali,AMBIGUOUS MATCH
8,Rajasthan,248783,Sumerpur,Municipality,111.0,Pali,AMBIGUOUS MATCH
8,Rajasthan,248784,Falna,Town Panchayat,111.0,Pali,AMBIGUOUS MATCH
8,Rajasthan,248785,Bali,Town Panchayat,111.0,Pali,AMBIGUOUS MATCH
8,Rajasthan,300322,Marwar Junction,Town Panchayat,111.0,Pali,AMBIGUOUS MATCH
8,Rajasthan,302860,Raipur,Municipality,111.0,Pali,AMBIGUOUS MATCH
8,Rajasthan,248649,Kesrisinghpur,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248650,Srikaranpur,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248651,Sri Ganganagar,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248652,Sadulshahar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248653,Padampur,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248654,Gajsinghpur,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248655,Raisinghnagar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248656,Anupgarh,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248658,Srivijainagar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248660,Suratgarh,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248661,Sangaria,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248662,Hanumangarh,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248663,Pilibanga,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248664,Rawatsar,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248665,Nohar,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248666,Bhadra,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248668,Deshnoke,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248669,Nokha,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248670,Taranagar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248671,Rajgarh (Alwar),Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248672,Sardarshahar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248673,Churu,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248674,Ratannagar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248675,Sri Dungargarh,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248676,Ratangarh,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248677,Rajaldesar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248678,Bidasar,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248679,Chhapar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248680,Sujangarh,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248681,Bissau,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248682,Mandawa,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248683,Jhunjhunun,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248684,Baggar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248685,Pilani,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248686,Vidyavihar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248687,Chirawa,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248688,Surajgarh,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248690,Khetri,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248691,Mukandgarh,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248692,Nawalgarh,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248693,Udaipurwati,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248694,Behror,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248695,Bhiwadi,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248696,Tijara,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248698,Khairthal-Tijara,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248699,Alwar,Municipal Corporations,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248700,Rajgarh(Churu),Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248702,Kherli,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248703,Kaman,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248704,Nagar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248705,Deeg,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248706,Nadbai,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248707,Kumher,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248709,Bhusawar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248710,Weir,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248711,Bayana,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248712,Bari,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248713,Dhaulpur,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248714,Rajakhera,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248715,Todabhim,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248716,Hindaun City,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248717,Karauli,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248718,Gangapur City,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248720,Sawai Madhopur,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248722,Bandikui,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248725,Dausa,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248726,Lalsot,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248727,Kotputli,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248728,Viratnagar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248729,Shahpura,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248730,Chomu,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248731,Kishangarh Renwal,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248732,Jobner,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248733,Sambhar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248734,Phulera,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248735,Bagru,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248737,Chaksu,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248738,Ramgarh,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248739,Fatehpur,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248740,Lachhmangarh,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248741,Sikar,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248742,Losal,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248743,Khandela,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248744,Sri Madhopur,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248745,Reengus,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248746,Neem-Ka-Thana,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248747,Ladnu,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248748,Didwana,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248749,Nagaur,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248751,Mundwa,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248752,Kuchera,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248753,Merta City,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248755,Parbatsar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248756,Makrana,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248757,Kuchaman City,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248758,Nawa,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248759,Phalodi,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248761,Pipar City,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248762,Bilara,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248763,Jaisalmer,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248764,Pokaran,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248765,Balotra,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248766,Barmer,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248767,Jalore,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248768,Bhinmal,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248769,Sanchore,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248770,Sheoganj,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248771,Sirohi,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248773,Mount Abu,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248774,Abu Road,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248775,Jaitaran,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248776,Sojat,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248778,Pali,Municipal Corporations,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248780,Rani,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248781,Sadri,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248782,Takhatgarh,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248783,Sumerpur,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248784,Falna,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248785,Bali,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248786,Kishangarh,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248787,Pushkar,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248790,Beawar,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248791,Vijainagar,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248792,Sarwar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248793,Kekri,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248794,Malpura,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248796,Niwai,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248797,Tonk,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248798,Todaraisingh,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248799,Deoli,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248800,Uniara,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248801,Nainwa,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248802,Indragarh,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248803,Lakheri,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248804,Kaprain,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248805,Keshoraipatan,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248806,Bundi,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248808,Asind,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248809,Gulabpura,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248811,Gangapur,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248812,Bhilwara,Municipal Corporations,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248813,Jahazpur,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248814,Mandalgarh,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248816,Deogarh,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248817,Amet,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248818,Rajsamand,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248820,Nathdwara,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248821,Fatehnagar,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248822,Udaipur,Municipal Corporations,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248823,Bhinder,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248824,Kanor,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248831,Dungarpur,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248832,Sagwara,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248835,Banswara,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248836,Kushalgarh,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248837,Begun,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248838,Rawatbhata,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248839,Chittorgarh,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248840,Kapasan,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248841,Nimbahera,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248842,Chhoti Sadri,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248843,Bari Sadri,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248844,Pratapgarh,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248847,Kaithoon,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248851,Ramganj Mandi,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248855,Sangod,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248856,Mangrol,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248857,Anta,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248858,Baran,Municipality,112.0,Rajsamand,AMBIGUOUS MATCH
8,Rajasthan,248860,Chhabra,Town Panchayat,112.0,Rajsamand,AMBIGUOUS MATCH
