localBodyCode,localBodyName,stateCode,stateName,lb_pincodes,total_lb_pincodes,num_candidate_districts,candidate_districts,overlap_percentages,top_districtCode,top_districtName,top_overlap_%,2nd_districtCode,2nd_districtName,2nd_overlap_%,disparity_value,disparity_category,unmatched_pin_count,unmatched_pincodes
290432,Thanagaji,8,Rajasthan,"[301022, 313325, 328024, 328027]",4,5,98:Dholpur(50.0%) | 87:Alwar(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 782:Kotputli-Behror(25.0%),"{98: 50.0, 87: 25.0, 112: 25.0, 117: 25.0, 782: 25.0}",98,Dholpur,50.0,87.0,Alwar,25.0,25.0,MODERATE DISPARITY,0,
290460,Rangpo (Np),11,Sikkim,"[737132, 737136]",2,1,741:Pakyong(50.0%),{741: 50.0},741,Pakyong,50.0,,,,50.0,HIGH DISPARITY,1,[737136]
273006,Haringhata,19,West Bengal,"[741246, 741252]",2,1,320:Nadia(50.0%),{320: 50.0},320,Nadia,50.0,,,,50.0,HIGH DISPARITY,1,[741252]
248758,Nawa,8,Rajasthan,"[313325, 328024, 328027, 341509]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 768:Didwana-Kuchaman(25.0%),"{98: 50.0, 112: 25.0, 117: 25.0, 768: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
275729,Karjat,27,Maharashtra,"[410201, 414402]",2,2,466:Ahilyanagar(50.0%) | 491:Raigad(50.0%),"{466: 50.0, 491: 50.0}",466,Ahilyanagar,50.0,491.0,Raigad,50.0,0.0,LOW DISPARITY,0,
276293,Malegaon,27,Maharashtra,"[413115, 444503]",2,3,467:Akola(50.0%) | 490:Pune(50.0%) | 499:Washim(50.0%),"{467: 50.0, 490: 50.0, 499: 50.0}",467,Akola,50.0,490.0,Pune,50.0,0.0,LOW DISPARITY,0,
248050,Madhupur,20,Jharkhand,"[814101, 814112]",2,2,324:Deoghar(50.0%) | 326:Dumka(50.0%),"{324: 50.0, 326: 50.0}",324,Deoghar,50.0,326.0,Dumka,50.0,0.0,LOW DISPARITY,0,
248652,Sadulshahar,8,Rajasthan,"[313325, 328024, 328027, 335062]",4,5,98:Dholpur(50.0%) | 100:Ganganagar(25.0%) | 101:Hanumangarh(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 100: 25.0, 101: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,100.0,Ganganagar,25.0,25.0,MODERATE DISPARITY,0,
248653,Padampur,8,Rajasthan,"[313325, 328024, 328027, 335041]",4,4,98:Dholpur(50.0%) | 100:Ganganagar(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 100: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,100.0,Ganganagar,25.0,25.0,MODERATE DISPARITY,0,
248654,Gajsinghpur,8,Rajasthan,"[313325, 328024, 328027, 335024]",4,4,98:Dholpur(50.0%) | 100:Ganganagar(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 100: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,100.0,Ganganagar,25.0,25.0,MODERATE DISPARITY,0,
248655,Raisinghnagar,8,Rajasthan,"[313325, 328024, 328027, 335051]",4,5,98:Dholpur(50.0%) | 100:Ganganagar(25.0%) | 101:Hanumangarh(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 100: 25.0, 101: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,100.0,Ganganagar,25.0,25.0,MODERATE DISPARITY,0,
248656,Anupgarh,8,Rajasthan,"[313325, 328024, 328027, 335701]",4,4,98:Dholpur(50.0%) | 100:Ganganagar(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 100: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,100.0,Ganganagar,25.0,25.0,MODERATE DISPARITY,0,
248658,Srivijainagar,8,Rajasthan,"[313325, 328024, 328027, 335704]",4,5,98:Dholpur(50.0%) | 100:Ganganagar(25.0%) | 101:Hanumangarh(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 100: 25.0, 101: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,100.0,Ganganagar,25.0,25.0,MODERATE DISPARITY,0,
248660,Suratgarh,8,Rajasthan,"[313325, 328024, 328027, 335804]",4,5,98:Dholpur(50.0%) | 100:Ganganagar(25.0%) | 101:Hanumangarh(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 100: 25.0, 101: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,100.0,Ganganagar,25.0,25.0,MODERATE DISPARITY,0,
248663,Pilibanga,8,Rajasthan,"[313325, 328024, 328027, 335803]",4,5,98:Dholpur(50.0%) | 100:Ganganagar(25.0%) | 101:Hanumangarh(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 100: 25.0, 101: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,100.0,Ganganagar,25.0,25.0,MODERATE DISPARITY,0,
248664,Rawatsar,8,Rajasthan,"[313325, 335524]",2,4,100:Ganganagar(50.0%) | 101:Hanumangarh(50.0%) | 112:Rajsamand(50.0%) | 117:Udaipur(50.0%),"{100: 50.0, 101: 50.0, 112: 50.0, 117: 50.0}",100,Ganganagar,50.0,101.0,Hanumangarh,50.0,0.0,LOW DISPARITY,0,
248665,Nohar,8,Rajasthan,"[313325, 335523]",2,4,100:Ganganagar(50.0%) | 101:Hanumangarh(50.0%) | 112:Rajsamand(50.0%) | 117:Udaipur(50.0%),"{100: 50.0, 101: 50.0, 112: 50.0, 117: 50.0}",100,Ganganagar,50.0,101.0,Hanumangarh,50.0,0.0,LOW DISPARITY,0,
248666,Bhadra,8,Rajasthan,"[313325, 335501]",2,3,101:Hanumangarh(50.0%) | 112:Rajsamand(50.0%) | 117:Udaipur(50.0%),"{101: 50.0, 112: 50.0, 117: 50.0}",101,Hanumangarh,50.0,112.0,Rajsamand,50.0,0.0,LOW DISPARITY,0,
248668,Deshnoke,8,Rajasthan,"[313325, 328024, 328027, 334801]",4,4,98:Dholpur(50.0%) | 93:Bikaner(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 93: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,93.0,Bikaner,25.0,25.0,MODERATE DISPARITY,0,
248669,Nokha,8,Rajasthan,"[313325, 328024, 328027, 334803]",4,4,98:Dholpur(50.0%) | 93:Bikaner(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 93: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,93.0,Bikaner,25.0,25.0,MODERATE DISPARITY,0,
248670,Taranagar,8,Rajasthan,"[313325, 328024, 328027, 331304]",4,4,98:Dholpur(50.0%) | 96:Churu(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 96: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,96.0,Churu,25.0,25.0,MODERATE DISPARITY,0,
301911,Jamwa Ramgarh,8,Rajasthan,"[303109, 313325]",2,3,102:Jaipur(50.0%) | 112:Rajsamand(50.0%) | 117:Udaipur(50.0%),"{102: 50.0, 112: 50.0, 117: 50.0}",102,Jaipur,50.0,112.0,Rajsamand,50.0,0.0,LOW DISPARITY,0,
248052,Sahibganj,20,Jharkhand,"[814101, 816109]",2,2,326:Dumka(50.0%) | 340:Sahebganj(50.0%),"{326: 50.0, 340: 50.0}",326,Dumka,50.0,340.0,Sahebganj,50.0,0.0,LOW DISPARITY,0,
302253,Tinwari,8,Rajasthan,"[313325, 328024, 328027, 342306]",4,4,98:Dholpur(50.0%) | 107:Jodhpur(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 107: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,107.0,Jodhpur,25.0,25.0,MODERATE DISPARITY,0,
248759,Phalodi,8,Rajasthan,"[313325, 328024, 328027, 342301]",4,5,98:Dholpur(50.0%) | 103:Jaisalmer(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 772:Phalodi(25.0%),"{98: 50.0, 103: 25.0, 112: 25.0, 117: 25.0, 772: 25.0}",98,Dholpur,50.0,103.0,Jaisalmer,25.0,25.0,MODERATE DISPARITY,0,
302255,Dhod,8,Rajasthan,"[313325, 328024, 328027, 332002]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 114:Sikar(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 112: 25.0, 114: 25.0, 117: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
302257,Dhorimanna,8,Rajasthan,"[313325, 328024, 328027, 344704]",4,5,98:Dholpur(50.0%) | 90:Barmer(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 775:Balotra(25.0%),"{98: 50.0, 90: 25.0, 112: 25.0, 117: 25.0, 775: 25.0}",98,Dholpur,50.0,90.0,Barmer,25.0,25.0,MODERATE DISPARITY,0,
302258,Sultana,8,Rajasthan,"[313325, 328024, 328027, 333028]",4,4,98:Dholpur(50.0%) | 106:Jhunjhunu(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 106: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,106.0,Jhunjhunu,25.0,25.0,MODERATE DISPARITY,0,
302259,Peeplu,8,Rajasthan,"[304801, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 116:Tonk(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 112: 25.0, 116: 25.0, 117: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
301411,Baswa,8,Rajasthan,"[303327, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 97:Dausa(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 97: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,97.0,Dausa,25.0,25.0,MODERATE DISPARITY,0,
302262,Khandar,8,Rajasthan,"[313325, 322025, 328024, 328027]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 113:Sawai Madhopur(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 112: 25.0, 113: 25.0, 117: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
301412,Bap,8,Rajasthan,"[313325, 328024, 328027, 334305]",4,4,98:Dholpur(50.0%) | 93:Bikaner(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 93: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,93.0,Bikaner,25.0,25.0,MODERATE DISPARITY,0,
301414,Dei,8,Rajasthan,"[313325, 323802, 328024, 328027]",4,4,98:Dholpur(50.0%) | 94:Bundi(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 94: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,94.0,Bundi,25.0,25.0,MODERATE DISPARITY,0,
301417,Sawar,8,Rajasthan,"[305921, 313203]",2,3,112:Rajsamand(50.0%) | 117:Udaipur(50.0%) | 774:Beawar(50.0%),"{112: 50.0, 117: 50.0, 774: 50.0}",112,Rajsamand,50.0,117.0,Udaipur,50.0,0.0,LOW DISPARITY,0,
302860,Raipur,8,Rajasthan,"[306304, 326036]",2,3,105:Jhalawar(50.0%) | 111:Pali(50.0%) | 774:Beawar(50.0%),"{105: 50.0, 111: 50.0, 774: 50.0}",105,Jhalawar,50.0,111.0,Pali,50.0,0.0,LOW DISPARITY,0,
277231,Degana,8,Rajasthan,"[313325, 328024, 328027, 341503]",4,5,98:Dholpur(50.0%) | 110:Nagaur(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 768:Didwana-Kuchaman(25.0%),"{98: 50.0, 110: 25.0, 112: 25.0, 117: 25.0, 768: 25.0}",98,Dholpur,50.0,110.0,Nagaur,25.0,25.0,MODERATE DISPARITY,0,
277232,Nasirabad,8,Rajasthan,"[305601, 313325]",2,3,86:Ajmer(50.0%) | 112:Rajsamand(50.0%) | 117:Udaipur(50.0%),"{86: 50.0, 112: 50.0, 117: 50.0}",86,Ajmer,50.0,112.0,Rajsamand,50.0,0.0,LOW DISPARITY,0,
277233,Kishangarhbas,8,Rajasthan,"[301405, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 770:Khairthal-Tijara(25.0%),"{98: 50.0, 112: 25.0, 117: 25.0, 770: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
250639,Bhilai,22,Chhattisgarh,"[490001, 490009, 490011, 490020, 490022, 490023, 490026]",7,1,378:Durg(42.86%),{378: 42.86},378,Durg,42.86,,,,42.86,HIGH DISPARITY,4,"[490001, 490009, 490022, 490026]"
251664,Hyderabad,36,Telangana,"[500001, 500002, 500003, 500004, 500005, 500006, 500008, 500009, 500010, 500011, 500012, 500013, 500015, 500018, 500019, 500023, 500024, 500026, 500027, 500028, 500029, 500030, 500031, 500032, 500033, 500034, 500035, 500036, 500038, 500039, 500041, 500044, 500045, 500046, 500048, 500051, 500052, 500053, 500057, 500058, 500059, 500060, 500063, 500064, 500065, 500066, 500068, 500069, 500070, 500073, 500074, 500076, 500077, 500079, 500081, 500082, 500084, 500086, 500096, 500098, 500102, 500110, 500111, 500114, 500115, 501505]",66,3,507:Hyderabad(42.42%) | 518:Ranga Reddy(13.64%) | 700:Medchal Malkajgiri(13.64%),"{507: 42.42, 518: 13.64, 700: 13.64}",507,Hyderabad,42.42,518.0,Ranga Reddy,13.64,28.78,MODERATE DISPARITY,26,"[500019, 500023, 500024, 500027, 500032, 500033, 500034, 500035, 500041, 500046, 500051, 500057, 500063, 500065, 500066, 500069, 500074, 500077, 500079, 500081, 500084, 500096, 500110, 500111, 500114, 500115]"
259707,Karunagappally,32,Kerala,"[682301, 682304, 683104, 690518, 690573]",5,2,555:Ernakulam(40.0%) | 559:Kollam(40.0%),"{555: 40.0, 559: 40.0}",555,Ernakulam,40.0,559.0,Kollam,40.0,0.0,LOW DISPARITY,1,[683104]
252112,Taliparamba,32,Kerala,"[670141, 670142, 682301, 682304, 683104]",5,2,555:Ernakulam(40.0%) | 557:Kannur(40.0%),"{555: 40.0, 557: 40.0}",555,Ernakulam,40.0,557.0,Kannur,40.0,0.0,LOW DISPARITY,1,[683104]
251731,Kakinada,28,Andhra Pradesh,"[533001, 533002, 533003, 533004, 533007]",5,1,746:Kakinada(40.0%),{746: 40.0},746,Kakinada,40.0,,,,40.0,HIGH DISPARITY,3,"[533001, 533003, 533007]"
272889,Kottarakkara,32,Kerala,"[682301, 682304, 683104, 691506, 691531]",5,2,555:Ernakulam(40.0%) | 559:Kollam(20.0%),"{555: 40.0, 559: 20.0}",555,Ernakulam,40.0,559.0,Kollam,20.0,20.0,MODERATE DISPARITY,2,"[683104, 691531]"
272908,Pandalam,32,Kerala,"[682301, 682304, 683104, 689501, 689503]",5,2,555:Ernakulam(40.0%) | 564:Pathanamthitta(40.0%),"{555: 40.0, 564: 40.0}",555,Ernakulam,40.0,564.0,Pathanamthitta,40.0,0.0,LOW DISPARITY,1,[683104]
250176,Serampore,19,West Bengal,"[712201, 712202, 712203, 712204, 712249]",5,1,312:Hooghly(40.0%),{312: 40.0},312,Hooghly,40.0,,,,40.0,HIGH DISPARITY,3,"[712201, 712202, 712249]"
299765,Mandawar,8,Rajasthan,"[301407, 313325, 325204, 328024, 328027]",5,5,98:Dholpur(40.0%) | 109:Kota(20.0%) | 112:Rajsamand(20.0%) | 117:Udaipur(20.0%) | 770:Khairthal-Tijara(20.0%),"{98: 40.0, 109: 20.0, 112: 20.0, 117: 20.0, 770: 20.0}",98,Dholpur,40.0,109.0,Kota,20.0,20.0,MODERATE DISPARITY,0,
302204,Gudhamalani,8,Rajasthan,"[305921, 313203, 328024, 328027, 344031]",5,6,98:Dholpur(40.0%) | 90:Barmer(20.0%) | 112:Rajsamand(20.0%) | 117:Udaipur(20.0%) | 774:Beawar(20.0%) | 775:Balotra(20.0%),"{98: 40.0, 90: 20.0, 112: 20.0, 117: 20.0, 774: 20.0, 775: 20.0}",98,Dholpur,40.0,90.0,Barmer,20.0,20.0,MODERATE DISPARITY,0,
248733,Sambhar,8,Rajasthan,"[303603, 303604, 313325, 328024, 328027]",5,4,98:Dholpur(40.0%) | 102:Jaipur(40.0%) | 112:Rajsamand(20.0%) | 117:Udaipur(20.0%),"{98: 40.0, 102: 40.0, 112: 20.0, 117: 20.0}",98,Dholpur,40.0,102.0,Jaipur,40.0,0.0,LOW DISPARITY,0,
248748,Didwana,8,Rajasthan,"[303511, 313325, 328024, 328027, 341303]",5,5,98:Dholpur(40.0%) | 97:Dausa(20.0%) | 112:Rajsamand(20.0%) | 117:Udaipur(20.0%) | 768:Didwana-Kuchaman(20.0%),"{98: 40.0, 97: 20.0, 112: 20.0, 117: 20.0, 768: 20.0}",98,Dholpur,40.0,97.0,Dausa,20.0,20.0,MODERATE DISPARITY,0,
248731,Kishangarh Renwal,8,Rajasthan,"[303602, 303603, 313325, 328024, 328027]",5,4,98:Dholpur(40.0%) | 102:Jaipur(40.0%) | 112:Rajsamand(20.0%) | 117:Udaipur(20.0%),"{98: 40.0, 102: 40.0, 112: 20.0, 117: 20.0}",98,Dholpur,40.0,102.0,Jaipur,40.0,0.0,LOW DISPARITY,0,
300322,Marwar Junction,8,Rajasthan,"[306001, 306301, 313325, 328024, 328027]",5,5,98:Dholpur(40.0%) | 774:Beawar(40.0%) | 111:Pali(20.0%) | 112:Rajsamand(20.0%) | 117:Udaipur(20.0%),"{98: 40.0, 774: 40.0, 111: 20.0, 112: 20.0, 117: 20.0}",98,Dholpur,40.0,774.0,Beawar,40.0,0.0,LOW DISPARITY,0,
248762,Bilara,8,Rajasthan,"[313325, 328024, 328027, 342602, 342605]",5,4,98:Dholpur(40.0%) | 107:Jodhpur(40.0%) | 112:Rajsamand(20.0%) | 117:Udaipur(20.0%),"{98: 40.0, 107: 40.0, 112: 20.0, 117: 20.0}",98,Dholpur,40.0,107.0,Jodhpur,40.0,0.0,LOW DISPARITY,0,
248661,Sangaria,8,Rajasthan,"[313325, 328024, 328027, 335063, 342013]",5,6,98:Dholpur(40.0%) | 100:Ganganagar(20.0%) | 101:Hanumangarh(20.0%) | 107:Jodhpur(20.0%) | 112:Rajsamand(20.0%) | 117:Udaipur(20.0%),"{98: 40.0, 100: 20.0, 101: 20.0, 107: 20.0, 112: 20.0, 117: 20.0}",98,Dholpur,40.0,100.0,Ganganagar,20.0,20.0,MODERATE DISPARITY,0,
250123,Halisahar,19,West Bengal,"[743134, 743135, 743136]",3,1,303:North 24 Parganas(33.33%),{303: 33.33},303,North 24 Parganas,33.33,,,,33.33,HIGH DISPARITY,2,"[743134, 743136]"
249234,Lucknow,9,Uttar Pradesh,"[226001, 226005, 226012, 226014, 226023, 226025]",6,1,162:Lucknow(33.33%),{162: 33.33},162,Lucknow,33.33,,,,33.33,HIGH DISPARITY,4,"[226001, 226014, 226023, 226025]"
249957,Siliguri,19,West Bengal,"[734001, 734002, 734004]",3,1,309:Darjeeling(33.33%),{309: 33.33},309,Darjeeling,33.33,,,,33.33,HIGH DISPARITY,2,"[734001, 734004]"
250172,Chandannagar,19,West Bengal,"[712136, 712137, 712138]",3,1,312:Hooghly(33.33%),{312: 33.33},312,Hooghly,33.33,,,,33.33,HIGH DISPARITY,2,"[712136, 712137]"
250173,Bhadreswar,19,West Bengal,"[712124, 712125, 712139]",3,1,312:Hooghly(33.33%),{312: 33.33},312,Hooghly,33.33,,,,33.33,HIGH DISPARITY,2,"[712125, 712139]"
250435,Jugsalai,20,Jharkhand,"[814101, 831002, 831003]",3,2,326:Dumka(33.33%) | 327:East Singhbum(33.33%),"{326: 33.33, 327: 33.33}",326,Dumka,33.33,327.0,East Singhbum,33.33,0.0,LOW DISPARITY,1,[831003]
250524,Puri,21,Odisha,"[752001, 752002, 752003]",3,1,369:Puri(33.33%),{369: 33.33},369,Puri,33.33,,,,33.33,HIGH DISPARITY,2,"[752001, 752003]"
252845,Keeranur,33,Tamil Nadu,"[622502, 638701, 639119]",3,3,576:Karur(33.33%) | 582:Pudukkottai(33.33%) | 634:Tiruppur(33.33%),"{576: 33.33, 582: 33.33, 634: 33.33}",576,Karur,33.33,582.0,Pudukkottai,33.33,0.0,LOW DISPARITY,0,
250132,Barrackpur,19,West Bengal,"[700120, 700122, 700123]",3,1,303:North 24 Parganas(33.33%),{303: 33.33},303,North 24 Parganas,33.33,,,,33.33,HIGH DISPARITY,2,"[700120, 700123]"
248756,Makrana,8,Rajasthan,"[305921, 313203, 341505]",3,4,112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 768:Didwana-Kuchaman(33.33%) | 774:Beawar(33.33%),"{112: 33.33, 117: 33.33, 768: 33.33, 774: 33.33}",112,Rajsamand,33.33,117.0,Udaipur,33.33,0.0,LOW DISPARITY,0,
248749,Nagaur,8,Rajasthan,"[305921, 313203, 341001]",3,5,110:Nagaur(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 768:Didwana-Kuchaman(33.33%) | 774:Beawar(33.33%),"{110: 33.33, 112: 33.33, 117: 33.33, 768: 33.33, 774: 33.33}",110,Nagaur,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248767,Jalore,8,Rajasthan,"[305921, 313203, 343001]",3,4,104:Jalore(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{104: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",104,Jalore,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248763,Jaisalmer,8,Rajasthan,"[305921, 313203, 345001]",3,5,103:Jaisalmer(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 772:Phalodi(33.33%) | 774:Beawar(33.33%),"{103: 33.33, 112: 33.33, 117: 33.33, 772: 33.33, 774: 33.33}",103,Jaisalmer,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
301408,Vallabhnagar,8,Rajasthan,"[301408, 305921, 313203]",3,4,87:Alwar(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{87: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",87,Alwar,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
301416,Raipur,8,Rajasthan,"[305921, 311803, 313203]",3,4,92:Bhilwara(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{92: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",92,Bhilwara,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248858,Baran,8,Rajasthan,"[305921, 313203, 325205]",3,5,89:Baran(33.33%) | 109:Kota(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{89: 33.33, 109: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",89,Baran,33.33,109.0,Kota,33.33,0.0,LOW DISPARITY,0,
249662,Jagdishpur,10,Bihar,"[802158, 813105, 845459]",3,4,190:Banka(33.33%) | 192:Bhagalpur(33.33%) | 193:Bhojpur(33.33%) | 211:Pashchim Champaran(33.33%),"{190: 33.33, 192: 33.33, 193: 33.33, 211: 33.33}",190,Banka,33.33,192.0,Bhagalpur,33.33,0.0,LOW DISPARITY,0,
248835,Banswara,8,Rajasthan,"[305921, 313203, 327001]",3,4,88:Banswara(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{88: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",88,Banswara,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248766,Barmer,8,Rajasthan,"[305921, 313203, 344001]",3,4,90:Barmer(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{90: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",90,Barmer,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248812,Bhilwara,8,Rajasthan,"[305921, 311001, 313203]",3,4,92:Bhilwara(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{92: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",92,Bhilwara,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248797,Tonk,8,Rajasthan,"[304001, 305921, 313203]",3,4,112:Rajsamand(33.33%) | 116:Tonk(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{112: 33.33, 116: 33.33, 117: 33.33, 774: 33.33}",112,Rajsamand,33.33,116.0,Tonk,33.33,0.0,LOW DISPARITY,0,
248806,Bundi,8,Rajasthan,"[305921, 313203, 323001]",3,4,94:Bundi(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{94: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",94,Bundi,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
301406,Lawan,8,Rajasthan,"[303004, 305921, 313203]",3,5,97:Dausa(33.33%) | 102:Jaipur(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{97: 33.33, 102: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",97,Dausa,33.33,102.0,Jaipur,33.33,0.0,LOW DISPARITY,0,
248839,Chittorgarh,8,Rajasthan,"[305921, 312001, 313203]",3,4,95:Chittorgarh(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{95: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",95,Chittorgarh,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
250133,Titagarh,19,West Bengal,"[700117, 700119, 700123]",3,1,303:North 24 Parganas(33.33%),{303: 33.33},303,North 24 Parganas,33.33,,,,33.33,HIGH DISPARITY,2,"[700117, 700123]"
274814,Ramgarh Nagar Parishad,20,Jharkhand,"[814101, 829122, 829130]",3,2,326:Dumka(33.33%) | 607:Ramgarh(33.33%),"{326: 33.33, 607: 33.33}",326,Dumka,33.33,607.0,Ramgarh,33.33,0.0,LOW DISPARITY,1,[829130]
296922,Paota-Pragpura,8,Rajasthan,"[303104, 303106, 313325]",3,4,102:Jaipur(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 782:Kotputli-Behror(33.33%),"{102: 33.33, 112: 33.33, 117: 33.33, 782: 33.33}",102,Jaipur,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
277318,Aizawl Municipal Co-Operation,15,Mizoram,"[796001, 796004, 796005, 796007, 796008, 796009, 796012, 796014, 796017]",9,2,261:Aizawl(33.33%) | 727:Saitual(11.11%),"{261: 33.33, 727: 11.11}",261,Aizawl,33.33,727.0,Saitual,11.11,22.22,MODERATE DISPARITY,6,"[796004, 796007, 796008, 796009, 796012, 796014]"
