localBodyCode,localBodyName,stateCode,stateName,lb_pincodes,total_lb_pincodes,num_candidate_districts,candidate_districts,overlap_percentages,top_districtCode,top_districtName,top_overlap_%,2nd_districtCode,2nd_districtName,2nd_overlap_%,disparity_value,disparity_category,unmatched_pin_count,unmatched_pincodes
249531,Varanasi,9,Uttar Pradesh,"[221001, 221003, 221004, 221005, 221007, 221008, 221010, 221012, 221103, 221106]",10,2,187:Varanasi(90.0%) | 135:Chandauli(10.0%),"{187: 90.0, 135: 10.0}",187,Varanasi,90.0,135.0,Chandauli,10.0,80.0,HIGH DISPARITY,1,[221012]
248822,Udaipur,8,Rajasthan,"[313001, 313002, 313003, 313027, 313205, 313206, 313301, 313331, 313604]",9,5,117:Udaipur(88.89%) | 112:Rajsamand(44.44%) | 777:Salumbar(33.33%) | 109:Kota(11.11%) | 774:Beawar(11.11%),"{117: 88.89, 112: 44.44, 777: 33.33, 109: 11.11, 774: 11.11}",117,Udaipur,88.89,112.0,Rajsamand,44.44,44.45,HIGH DISPARITY,1,[313002]
253094,Pondicherry,34,Puducherry,"[605001, 605004, 605005, 605007, 605106, 605110, 607402, 607403]",8,3,600:Pondicherry(87.5%) | 570:Cuddalore(62.5%) | 596:Viluppuram(12.5%),"{600: 87.5, 570: 62.5, 596: 12.5}",600,Pondicherry,87.5,570.0,Cuddalore,62.5,25.0,MODERATE DISPARITY,1,[605005]
248736,Jaipur Heritage,8,Rajasthan,"[302001, 302002, 302003, 302004, 302005, 302006, 302033]",7,1,102:Jaipur(85.71%),{102: 85.71},102,Jaipur,85.71,,,,85.71,HIGH DISPARITY,1,[302005]
250248,Uluberia,19,West Bengal,"[711305, 711307, 711308, 711310, 711315, 711316]",6,1,313:Howrah(83.33%),{313: 83.33},313,Howrah,83.33,,,,83.33,HIGH DISPARITY,1,[711308]
248325,S.A.S.Nagar - Mohali,3,Punjab,"[140603, 160055, 160059, 160062, 160071]",5,1,608:S.A.S Nagar(80.0%),{608: 80.0},608,S.A.S Nagar,80.0,,,,80.0,HIGH DISPARITY,1,[160062]
249595,Katihar,10,Bihar,"[854103, 854105, 854106, 854107, 854109]",5,1,201:Katihar(80.0%),{201: 80.0},201,Katihar,80.0,,,,80.0,HIGH DISPARITY,1,[854109]
251725,Rajahmundry,28,Andhra Pradesh,"[533101, 533103, 533105, 533106, 533107]",5,1,505:East Godavari(80.0%),{505: 80.0},505,East Godavari,80.0,,,,80.0,HIGH DISPARITY,1,[533106]
248156,Srinagar Municipal Corporation,1,Jammu And Kashmir,"[190001, 190002, 190003, 190005, 190006, 190007, 190008, 190009, 190010, 190011, 190012, 190014, 190015, 190017, 190019, 190020, 190021, 190023, 190024, 191101, 191121, 191132]",22,1,13:Srinagar(77.27%),{13: 77.27},13,Srinagar,77.27,,,,77.27,HIGH DISPARITY,5,"[190007, 190009, 190021, 190023, 191132]"
296931,Baseri,8,Rajasthan,"[313325, 328022, 328024, 328027]",4,3,98:Dholpur(75.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 75.0, 112: 25.0, 117: 25.0}",98,Dholpur,75.0,112.0,Rajsamand,25.0,50.0,HIGH DISPARITY,0,
248730,Chomu,8,Rajasthan,"[303602, 303701, 303702, 303704, 303706, 303803, 303804, 303806, 303807, 313325, 328024, 328027]",12,4,102:Jaipur(75.0%) | 98:Dholpur(16.67%) | 112:Rajsamand(8.33%) | 117:Udaipur(8.33%),"{102: 75.0, 98: 16.67, 112: 8.33, 117: 8.33}",102,Jaipur,75.0,98.0,Dholpur,16.67,58.33,HIGH DISPARITY,0,
251691,Warangal,36,Telangana,"[506001, 506002, 506007, 506013]",4,2,522:Warangal(75.0%) | 686:Hanumakonda(25.0%),"{522: 75.0, 686: 25.0}",522,Warangal,75.0,686.0,Hanumakonda,25.0,50.0,HIGH DISPARITY,1,[506013]
249062,Agra,9,Uttar Pradesh,"[282002, 282003, 282004, 282006, 282007, 282008, 282009, 282010]",8,1,118:Agra(75.0%),{118: 75.0},118,Agra,75.0,,,,75.0,HIGH DISPARITY,2,"[282003, 282008]"
272881,Koothattukulam,32,Kerala,"[682301, 682304, 683104, 686662]",4,1,555:Ernakulam(75.0%),{555: 75.0},555,Ernakulam,75.0,,,,75.0,HIGH DISPARITY,1,[683104]
250574,Jeypur,21,Odisha,"[764001, 764003, 764004, 764005]",4,1,363:Koraput(75.0%),{363: 75.0},363,Koraput,75.0,,,,75.0,HIGH DISPARITY,1,[764001]
252319,Tambaram,33,Tamil Nadu,"[600043, 600044, 600045, 600046]",4,2,730:Chengalpattu(75.0%) | 589:Thiruvallur(25.0%),"{730: 75.0, 589: 25.0}",730,Chengalpattu,75.0,589.0,Thiruvallur,25.0,50.0,HIGH DISPARITY,1,[600046]
296930,Sarmathura,8,Rajasthan,"[313325, 328024, 328026, 328027]",4,3,98:Dholpur(75.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 75.0, 112: 25.0, 117: 25.0}",98,Dholpur,75.0,112.0,Rajsamand,25.0,50.0,HIGH DISPARITY,0,
272882,Piravom,32,Kerala,"[682301, 682304, 683104, 686664]",4,1,555:Ernakulam(75.0%),{555: 75.0},555,Ernakulam,75.0,,,,75.0,HIGH DISPARITY,1,[683104]
252207,Perumbavoor,32,Kerala,"[682301, 682304, 683104, 683542]",4,1,555:Ernakulam(75.0%),{555: 75.0},555,Ernakulam,75.0,,,,75.0,HIGH DISPARITY,1,[683104]
252231,Kothamangalam,32,Kerala,"[682301, 682304, 683104, 686691]",4,1,555:Ernakulam(75.0%),{555: 75.0},555,Ernakulam,75.0,,,,75.0,HIGH DISPARITY,1,[683104]
252230,Muvattupuzha,32,Kerala,"[682301, 682304, 683104, 686661]",4,1,555:Ernakulam(75.0%),{555: 75.0},555,Ernakulam,75.0,,,,75.0,HIGH DISPARITY,1,[683104]
252208,Angamaly,32,Kerala,"[682301, 682304, 683104, 683572]",4,1,555:Ernakulam(75.0%),{555: 75.0},555,Ernakulam,75.0,,,,75.0,HIGH DISPARITY,1,[683104]
248711,Bayana,8,Rajasthan,"[313325, 321401, 328024, 328027]",4,4,98:Dholpur(75.0%) | 91:Bharatpur(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 75.0, 91: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,75.0,91.0,Bharatpur,25.0,50.0,HIGH DISPARITY,0,
248712,Bari,8,Rajasthan,"[313325, 328021, 328024, 328027]",4,3,98:Dholpur(75.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 75.0, 112: 25.0, 117: 25.0}",98,Dholpur,75.0,112.0,Rajsamand,25.0,50.0,HIGH DISPARITY,0,
248714,Rajakhera,8,Rajasthan,"[313325, 328024, 328025, 328027]",4,3,98:Dholpur(75.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 75.0, 112: 25.0, 117: 25.0}",98,Dholpur,75.0,112.0,Rajsamand,25.0,50.0,HIGH DISPARITY,0,
251709,Vizianagaram Municipal Corporation,28,Andhra Pradesh,"[535001, 535002, 535003, 535004]",4,1,521:Vizianagaram(75.0%),{521: 75.0},521,Vizianagaram,75.0,,,,75.0,HIGH DISPARITY,1,[535002]
252125,Kannur,32,Kerala,"[670001, 670002, 670003, 670004, 670006, 670012, 670594, 682001]",8,2,557:Kannur(75.0%) | 555:Ernakulam(12.5%),"{557: 75.0, 555: 12.5}",557,Kannur,75.0,555.0,Ernakulam,12.5,62.5,HIGH DISPARITY,1,[670012]
252211,Aluva,32,Kerala,"[682301, 682304, 683101, 683104]",4,1,555:Ernakulam(75.0%),{555: 75.0},555,Ernakulam,75.0,,,,75.0,HIGH DISPARITY,1,[683104]
252294,Greater Chennai Corporation,33,Tamil Nadu,"[600002, 600003, 600004, 600005, 600006, 600007, 600009, 600010, 600012, 600013, 600016, 600019, 600025, 600032, 600036, 600041, 600042, 600050, 600053, 600061, 600084, 600085, 600086, 600088, 600089, 600091, 600094, 600095, 600096, 600097, 600101, 600104, 600106, 600115, 600119]",35,3,568:Chennai(74.29%) | 589:Thiruvallur(5.71%) | 730:Chengalpattu(5.71%),"{568: 74.29, 589: 5.71, 730: 5.71}",568,Chennai,74.29,589.0,Thiruvallur,5.71,68.58,HIGH DISPARITY,9,"[600002, 600009, 600010, 600012, 600013, 600025, 600036, 600101, 600104]"
248127,Kalaburagi City Corporation,29,Karnataka,"[585101, 585102, 585103, 585104, 585105, 585106, 585107]",7,1,538:Kalaburagi(71.43%),{538: 71.43},538,Kalaburagi,71.43,,,,71.43,HIGH DISPARITY,2,"[585101, 585106]"
299536,Govindgarh,8,Rajasthan,"[301604, 303602, 303712, 303801, 303803, 303804, 313325]",7,4,102:Jaipur(71.43%) | 87:Alwar(14.29%) | 112:Rajsamand(14.29%) | 117:Udaipur(14.29%),"{102: 71.43, 87: 14.29, 112: 14.29, 117: 14.29}",102,Jaipur,71.43,87.0,Alwar,14.29,57.14,HIGH DISPARITY,0,
252367,Arakkonam,33,Tamil Nadu,"[631001, 631002, 631003, 631004, 631005, 631006, 632531]",7,1,731:Ranipet(71.43%),{731: 71.43},731,Ranipet,71.43,,,,71.43,HIGH DISPARITY,2,"[631005, 631006]"
251120,Rajkot,24,Gujarat,"[360001, 360002, 360003, 360004, 360005, 360006, 360007]",7,2,457:Rajkot(71.43%) | 673:Morbi(14.29%),"{457: 71.43, 673: 14.29}",457,Rajkot,71.43,673.0,Morbi,14.29,57.14,HIGH DISPARITY,2,"[360001, 360007]"
248788,Ajmer,8,Rajasthan,"[305001, 305002, 305003, 305004, 305005, 305006, 305007, 305009, 305012, 305024]",10,1,86:Ajmer(70.0%),{86: 70.0},86,Ajmer,70.0,,,,70.0,HIGH DISPARITY,3,"[305006, 305007, 305009]"
251471,Thane,27,Maharashtra,"[400602, 400603, 400604, 400605, 400606, 400607, 400608, 400610, 400612, 400615]",10,1,497:Thane(70.0%),{497: 70.0},497,Thane,70.0,,,,70.0,HIGH DISPARITY,3,"[400604, 400608, 400610]"
251442,Nashik,27,Maharashtra,"[422001, 422002, 422003, 422004, 422005, 422006, 422007, 422009, 422010, 422011, 422012, 422013, 422101]",13,1,487:Nashik(69.23%),{487: 69.23},487,Nashik,69.23,,,,69.23,HIGH DISPARITY,4,"[422002, 422005, 422011, 422012]"
251528,Pimpri Chinchwad,27,Maharashtra,"[411012, 411015, 411017, 411018, 411019, 411026, 411027, 411031, 411033, 411034, 411035, 411039, 411044, 411061, 411062, 411070]",16,1,490:Pune(68.75%),{490: 68.75},490,Pune,68.75,,,,68.75,HIGH DISPARITY,5,"[411012, 411018, 411034, 411035, 411039]"
276600,Bbmp,29,Karnataka,"[560001, 560002, 560003, 560004, 560009, 560010, 560011, 560012, 560013, 560015, 560018, 560020, 560021, 560022, 560023, 560026, 560027, 560029, 560030, 560034, 560035, 560040, 560041, 560050, 560053, 560054, 560055, 560056, 560057, 560058, 560059, 560060, 560061, 560062, 560068, 560070, 560072, 560073, 560076, 560078, 560079, 560085, 560086, 560091, 560095, 560096, 560097, 560098, 560100, 560102, 560104, 560109, 560110, 560111]",54,1,525:Bengaluru Urban(68.52%),{525: 68.52},525,Bengaluru Urban,68.52,,,,68.52,HIGH DISPARITY,17,"[560001, 560002, 560009, 560011, 560018, 560020, 560021, 560026, 560053, 560055, 560059, 560079, 560086, 560095, 560096, 560097, 560104]"
248818,Rajsamand,8,Rajasthan,"[305921, 313203, 313324]",3,3,112:Rajsamand(66.67%) | 117:Udaipur(66.67%) | 774:Beawar(33.33%),"{112: 66.67, 117: 66.67, 774: 33.33}",112,Rajsamand,66.67,117.0,Udaipur,66.67,0.0,LOW DISPARITY,0,
301449,Maharana Pratap Nagar Palika Sarada-Chawand,8,Rajasthan,"[313325, 328024, 328027]",3,3,98:Dholpur(66.67%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%),"{98: 66.67, 112: 33.33, 117: 33.33}",98,Dholpur,66.67,112.0,Rajsamand,33.33,33.34,HIGH DISPARITY,0,
301453,Suket,8,Rajasthan,"[313325, 328024, 328027]",3,3,98:Dholpur(66.67%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%),"{98: 66.67, 112: 33.33, 117: 33.33}",98,Dholpur,66.67,112.0,Rajsamand,33.33,33.34,HIGH DISPARITY,0,
248790,Beawar,8,Rajasthan,"[305901, 305921, 313203]",3,3,774:Beawar(66.67%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%),"{774: 66.67, 112: 33.33, 117: 33.33}",774,Beawar,66.67,112.0,Rajsamand,33.33,33.34,HIGH DISPARITY,0,
250177,Rishra,19,West Bengal,"[712248, 712249, 712250]",3,1,312:Hooghly(66.67%),{312: 66.67},312,Hooghly,66.67,,,,66.67,HIGH DISPARITY,1,[712249]
250827,Bhanpura,23,Madhya Pradesh,"[455001, 455111, 458775]",3,3,402:Dewas(66.67%) | 416:Mandsaur(33.33%) | 419:Neemuch(33.33%),"{402: 66.67, 416: 33.33, 419: 33.33}",402,Dewas,66.67,416.0,Mandsaur,33.33,33.34,HIGH DISPARITY,0,
250124,Naihati,19,West Bengal,"[743135, 743165, 743166]",3,1,303:North 24 Parganas(66.67%),{303: 66.67},303,North 24 Parganas,66.67,,,,66.67,HIGH DISPARITY,1,[743165]
250131,North Barrackpore,19,West Bengal,"[700120, 743122, 743144]",3,1,303:North 24 Parganas(66.67%),{303: 66.67},303,North 24 Parganas,66.67,,,,66.67,HIGH DISPARITY,1,[700120]
250232,Kharagpur,19,West Bengal,"[721301, 721302, 721306]",3,1,318:Paschim Medinipur(66.67%),{318: 66.67},318,Paschim Medinipur,66.67,,,,66.67,HIGH DISPARITY,1,[721302]
301459,Ramdevra,8,Rajasthan,"[313325, 328024, 328027]",3,3,98:Dholpur(66.67%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%),"{98: 66.67, 112: 33.33, 117: 33.33}",98,Dholpur,66.67,112.0,Rajsamand,33.33,33.34,HIGH DISPARITY,0,
301460,Seeswali,8,Rajasthan,"[313325, 328024, 328027]",3,3,98:Dholpur(66.67%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%),"{98: 66.67, 112: 33.33, 117: 33.33}",98,Dholpur,66.67,112.0,Rajsamand,33.33,33.34,HIGH DISPARITY,0,
248746,Neem-Ka-Thana,8,Rajasthan,"[313325, 332402, 332713]",3,3,114:Sikar(66.67%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%),"{114: 66.67, 112: 33.33, 117: 33.33}",114,Sikar,66.67,112.0,Rajsamand,33.33,33.34,HIGH DISPARITY,0,
299713,Alluru,28,Andhra Pradesh,"[523240, 523357, 524315]",3,3,790:Markapuram(66.67%) | 515:Sri Potti Sriramulu Nellore(33.33%) | 517:Prakasam(33.33%),"{790: 66.67, 515: 33.33, 517: 33.33}",790,Markapuram,66.67,515.0,Sri Potti Sriramulu Nellore,33.33,33.34,HIGH DISPARITY,0,
299715,Chinthalapudi,28,Andhra Pradesh,"[523240, 523357, 534460]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 748:Eluru(33.33%),"{790: 66.67, 517: 33.33, 748: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
249600,Darbhanga,10,Bihar,"[846001, 846004, 846008]",3,1,195:Darbhanga(66.67%),{195: 66.67},195,Darbhanga,66.67,,,,66.67,HIGH DISPARITY,1,[846008]
301436,Bhim,8,Rajasthan,"[313325, 328024, 328027]",3,3,98:Dholpur(66.67%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%),"{98: 66.67, 112: 33.33, 117: 33.33}",98,Dholpur,66.67,112.0,Rajsamand,33.33,33.34,HIGH DISPARITY,0,
251699,Amadalavalasa,28,Andhra Pradesh,"[523240, 523357, 532185]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 519:Srikakulam(33.33%),"{790: 66.67, 517: 33.33, 519: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
251773,Gudur (Kurnool),28,Andhra Pradesh,"[518466, 523240, 523357]",3,3,790:Markapuram(66.67%) | 511:Kurnool(33.33%) | 517:Prakasam(33.33%),"{790: 66.67, 511: 33.33, 517: 33.33}",790,Markapuram,66.67,511.0,Kurnool,33.33,33.34,HIGH DISPARITY,0,
251795,Nandyal,28,Andhra Pradesh,"[518101, 518501, 518502]",3,1,755:Nandyal(66.67%),{755: 66.67},755,Nandyal,66.67,,,,66.67,HIGH DISPARITY,1,[518501]
251955,Udupi,29,Karnataka,"[576101, 576111, 576121]",3,1,549:Udupi(66.67%),{549: 66.67},549,Udupi,66.67,,,,66.67,HIGH DISPARITY,1,[576101]
252155,Kalpetta,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
251695,Palasa Kasibugga,28,Andhra Pradesh,"[523240, 523357, 532221]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 519:Srikakulam(33.33%),"{790: 66.67, 517: 33.33, 519: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
252256,Paravoor,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
252173,Ponnani,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
252174,Shoranur,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
252178,Chittur-Thathamangalam,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
252184,Guruvayoor,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
252200,Kodungallur,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
252218,Eloor,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
252224,Kalamassery,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
252226,Maradu,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
252227,Thrippunithura,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
252257,Varkala,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
252258,Attingal,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
252707,Dindigul,33,Tamil Nadu,"[624001, 624002, 624003]",3,1,572:Dindigul(66.67%),{572: 66.67},572,Dindigul,66.67,,,,66.67,HIGH DISPARITY,1,[624001]
253252,Pamidi,28,Andhra Pradesh,"[515775, 523240, 523357]",3,3,790:Markapuram(66.67%) | 502:Ananthapuramu(33.33%) | 517:Prakasam(33.33%),"{790: 66.67, 502: 33.33, 517: 33.33}",790,Markapuram,66.67,502.0,Ananthapuramu,33.33,33.34,HIGH DISPARITY,0,
296250,Penukonda,28,Andhra Pradesh,"[515110, 523240, 523357]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 754:Sri Sathya Sai(33.33%),"{790: 66.67, 517: 33.33, 754: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
296256,Akiveedu,28,Andhra Pradesh,"[523240, 523357, 534235]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 523:West Godavari(33.33%),"{790: 66.67, 517: 33.33, 523: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
296260,Bethamcherla,28,Andhra Pradesh,"[518599, 523240, 523357]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 755:Nandyal(33.33%),"{790: 66.67, 517: 33.33, 755: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
296261,Dachepalli,28,Andhra Pradesh,"[522414, 523240, 523357]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 751:Palnadu(33.33%),"{790: 66.67, 517: 33.33, 751: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
296262,Gurajala,28,Andhra Pradesh,"[522415, 523240, 523357]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 751:Palnadu(33.33%),"{790: 66.67, 517: 33.33, 751: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
296328,Buchireddypalem,28,Andhra Pradesh,"[523240, 523357, 524305]",3,3,790:Markapuram(66.67%) | 515:Sri Potti Sriramulu Nellore(33.33%) | 517:Prakasam(33.33%),"{790: 66.67, 515: 33.33, 517: 33.33}",790,Markapuram,66.67,515.0,Sri Potti Sriramulu Nellore,33.33,33.34,HIGH DISPARITY,0,
259708,Thrikkakara,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
259709,Kottakkal,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
252903,Thenkarai,33,Tamil Nadu,"[625601, 641101, 641105]",3,2,569:Coimbatore(66.67%) | 588:Theni(33.33%),"{569: 66.67, 588: 33.33}",569,Coimbatore,66.67,588.0,Theni,33.33,33.34,HIGH DISPARITY,0,
248729,Shahpura,8,Rajasthan,"[303103, 303803, 313325]",3,4,102:Jaipur(66.67%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 782:Kotputli-Behror(33.33%),"{102: 66.67, 112: 33.33, 117: 33.33, 782: 33.33}",102,Jaipur,66.67,112.0,Rajsamand,33.33,33.34,HIGH DISPARITY,0,
272896,Payyoli,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
253253,Madakasira,28,Andhra Pradesh,"[515301, 523240, 523357]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 754:Sri Sathya Sai(33.33%),"{790: 66.67, 517: 33.33, 754: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
253254,Puttaparthi,28,Andhra Pradesh,"[515134, 523240, 523357]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 754:Sri Sathya Sai(33.33%),"{790: 66.67, 517: 33.33, 754: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
253272,Allagadda,28,Andhra Pradesh,"[518543, 523240, 523357]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 755:Nandyal(33.33%),"{790: 66.67, 517: 33.33, 755: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
253273,Nandikotkur,28,Andhra Pradesh,"[518401, 523240, 523357]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 755:Nandyal(33.33%),"{790: 66.67, 517: 33.33, 755: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
253274,Chimakurthy,28,Andhra Pradesh,"[523226, 523240, 523357]",3,2,517:Prakasam(66.67%) | 790:Markapuram(66.67%),"{517: 66.67, 790: 66.67}",517,Prakasam,66.67,790.0,Markapuram,66.67,0.0,LOW DISPARITY,0,
254922,Nandigama,28,Andhra Pradesh,"[521185, 523240, 523357]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 749:Ntr(33.33%),"{790: 66.67, 517: 33.33, 749: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
254923,Vuyyuru,28,Andhra Pradesh,"[521165, 523240, 523357]",3,3,790:Markapuram(66.67%) | 510:Krishna(33.33%) | 517:Prakasam(33.33%),"{790: 66.67, 510: 33.33, 517: 33.33}",790,Markapuram,66.67,510.0,Krishna,33.33,33.34,HIGH DISPARITY,0,
254924,Tiruvuru,28,Andhra Pradesh,"[521235, 523240, 523357]",3,3,790:Markapuram(66.67%) | 517:Prakasam(33.33%) | 749:Ntr(33.33%),"{790: 66.67, 517: 33.33, 749: 33.33}",790,Markapuram,66.67,517.0,Prakasam,33.33,33.34,HIGH DISPARITY,0,
257868,Addanki,28,Andhra Pradesh,"[523201, 523240, 523357]",3,2,517:Prakasam(66.67%) | 790:Markapuram(66.67%),"{517: 66.67, 790: 66.67}",517,Prakasam,66.67,790.0,Markapuram,66.67,0.0,LOW DISPARITY,0,
272906,Cherpulassery,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
272907,Mannarkad,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
303112,Hindoli,8,Rajasthan,"[323023, 328024, 328027]",3,2,98:Dholpur(66.67%) | 94:Bundi(33.33%),"{98: 66.67, 94: 33.33}",98,Dholpur,66.67,94.0,Bundi,33.33,33.34,HIGH DISPARITY,0,
298972,Dankuni,19,West Bengal,"[712234, 712310, 712311]",3,1,312:Hooghly(66.67%),{312: 66.67},312,Hooghly,66.67,,,,66.67,HIGH DISPARITY,1,[712310]
276571,Jalgaon,27,Maharashtra,"[425001, 425002, 425004]",3,1,478:Jalgaon(66.67%),{478: 66.67},478,Jalgaon,66.67,,,,66.67,HIGH DISPARITY,1,[425004]
301443,Kelwara,8,Rajasthan,"[313325, 328024, 328027]",3,3,98:Dholpur(66.67%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%),"{98: 66.67, 112: 33.33, 117: 33.33}",98,Dholpur,66.67,112.0,Rajsamand,33.33,33.34,HIGH DISPARITY,0,
272902,Valanchery,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
272905,Pattambi,32,Kerala,"[682301, 682304, 683104]",3,1,555:Ernakulam(66.67%),{555: 66.67},555,Ernakulam,66.67,,,,66.67,HIGH DISPARITY,1,[683104]
275691,Mahwa,8,Rajasthan,"[313325, 321608, 321609]",3,3,97:Dausa(66.67%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%),"{97: 66.67, 112: 33.33, 117: 33.33}",97,Dausa,66.67,112.0,Rajsamand,33.33,33.34,HIGH DISPARITY,0,
