pincode,districtCode,districtNameEnglish,subdistrictCode,subdistrictNameEnglish,villageCode,villageNameEnglish
744101,602,South Andamans,5923,Port Blair,645548,North Sentinel Island (Sa)
522101,750,Bapatla,5093,Bapatla,590474,Bapatla East (R)
522265,750,Bapatla,5096,Repalle,930393,Parisapadu
522265,750,Bapatla,5096,Repalle,590506,Uppudi
517408,503,Chittoor,5417,Gangavaram,596586,Jeedimakulapalle
517408,503,Chittoor,5417,Gangavaram,596587,Maredupalle
517425,503,Chittoor,5427,Kuppam,596911,Bandasettipalle (Rural)
517425,503,Chittoor,5427,Kuppam,596944,Bathalapalle
517425,503,Chittoor,5427,Kuppam,596935,Bevanapalle
517425,503,Chittoor,5427,Kuppam,596915,Kangundi
517425,503,Chittoor,5427,Kuppam,596930,Kothapalle
517425,503,Chittoor,5427,Kuppam,596973,Kuppam (Ct)
517425,503,Chittoor,5427,Kuppam,596929,Mittapalle
517425,503,Chittoor,5427,Kuppam,596925,Noolakunta
517425,503,Chittoor,5427,Kuppam,596960,Paipalyam
517425,503,Chittoor,5427,Kuppam,930522,Samaguttapalle
517425,503,Chittoor,5427,Kuppam,596970,T.Sadumur
517425,503,Chittoor,5427,Kuppam,596957,Vasanadugolla Palle
517590,503,Chittoor,5406,Nagari,930510,Nagari
517590,503,Chittoor,5406,Nagari,596397,Srinivasapuram
517590,503,Chittoor,5406,Nagari,596386,Velavadi
517408,503,Chittoor,5422,Palamaner,596737,Ankamvaripalle
517408,503,Chittoor,5422,Palamaner,596729,Jagamarla
517408,503,Chittoor,5422,Palamaner,596733,Jallipeta
517408,503,Chittoor,5416,Peddapanjani,596558,Battamdoddi
517408,503,Chittoor,5416,Peddapanjani,596567,Bommarajupalle
517408,503,Chittoor,5416,Peddapanjani,596569,Chalamangalam
517408,503,Chittoor,5416,Peddapanjani,596575,Gamkonda
517408,503,Chittoor,5416,Peddapanjani,596559,Karasanapalle
517408,503,Chittoor,5416,Peddapanjani,596577,Nagireddipalle
517408,503,Chittoor,5416,Peddapanjani,596573,Suddagundlapalle
533201,747,Dr. B.R. Ambedkar Konaseema,4941,Amalapuram,587879,Amalapuram (R)
534301,505,East Godavari,4959,Chagallu,588292,Daravaram
534301,505,East Godavari,4959,Chagallu,588289,Kalavalapalle
534301,505,East Godavari,4960,Nidadavole,588301,Surapuram
533107,505,East Godavari,4907,Rajamahendravaram Rural,912435,Pidimgoyyi
533101,505,East Godavari,4906,Rajamahendravaram Urban,930965,Rajajmundry Urban
534460,748,Eluru,4944,Chintalapudi,587945,Gopalapuram
534460,748,Eluru,4944,Chintalapudi,587949,Kanupade
534460,748,Eluru,4944,Chintalapudi,587930,Namavaram
534460,748,Eluru,4944,Chintalapudi,587935,Rangapuram Khandrika
534460,748,Eluru,4944,Chintalapudi,587944,Recharla
534460,748,Eluru,4944,Chintalapudi,587934,Seethanagaram
534447,748,Eluru,4953,Jangareddigudem,588177,Jangareddigudem
534007,748,Eluru,4965,Pedapadu,588394,Kokkirapadu
534002,748,Eluru,4964,Pedavegi,588391,Gokinepalle
522034,506,Guntur,6833,Guntur East,590241,Gorantla (Part)
533450,746,Kakinada,4911,Pithapuram,587475,Chitrada
533450,746,Kakinada,4911,Pithapuram,587470,Fakruddinpalem
533450,746,Kakinada,4911,Pithapuram,587460,Gokivada
533450,746,Kakinada,4911,Pithapuram,587474,Kandarada
533450,746,Kakinada,4910,Samalkota,587441,Pandravada
533450,746,Kakinada,4910,Samalkota,587440,Pavara
533440,746,Kakinada,4910,Samalkota,930969,Samalkota
521366,510,Krishna,5031,Guduru,589654,Lellagaruvu
521366,510,Krishna,7429,Machilipatnam North,589718,Buddalapalem
521165,510,Krishna,5026,Pamidimukkala,589543,Fathelanka
521366,510,Krishna,5030,Pedana,589623,Chennuru
521366,510,Krishna,5030,Pedana,589622,Kamalapuram
521366,510,Krishna,5030,Pedana,589646,Konkepudi
521366,510,Krishna,5030,Pedana,589648,Nadupuru
521366,510,Krishna,5030,Pedana,929844,Pedana
521134,510,Krishna,5024,Penamaluru,589504,Pedapulipaka
521165,510,Krishna,5025,Thotlavalluru,589521,Garikaparru
521165,510,Krishna,5025,Thotlavalluru,589522,Kanakavalli
521165,510,Krishna,5025,Thotlavalluru,589520,Yakamuru
518466,511,Kurnool,5257,Gudur,593879,Gudipadu
518466,511,Kurnool,5257,Gudur,593875,Mallapuram
518466,511,Kurnool,5259,Kurnool Rural,593904,Sunkesula
518360,511,Kurnool,5255,Nandavaram,593852,Joharapuram
518360,511,Kurnool,5254,Yemmiganur,593834,Gudikal
518360,511,Kurnool,5254,Yemmiganur,593831,Parlapalle
518360,511,Kurnool,5254,Yemmiganur,593829,Pesaladinne
518360,511,Kurnool,5254,Yemmiganur,593824,Soganur
523230,790,Markapuram,5136,Kanigiri,591280,Chennakesavapuram
523230,790,Markapuram,5136,Kanigiri,591284,Chirla Dinne
523230,790,Markapuram,5136,Kanigiri,591275,Lingojipuram
518543,755,Nandyal,5298,Allagadda,594550,Bachepalle
518543,755,Nandyal,5298,Allagadda,594546,Kotha Kandukur
518543,755,Nandyal,5298,Allagadda,594532,Nallagatla
518543,755,Nandyal,5298,Allagadda,594539,Obulampalle
518543,755,Nandyal,5298,Allagadda,594538,Padakandla
518543,755,Nandyal,5298,Allagadda,594544,Patha Kandukur
518543,755,Nandyal,5298,Allagadda,594543,S.Lingamdinne
518442,755,Nandyal,5265,Atmakur,593987,Bairlutygudem
518401,755,Nandyal,5262,Jupadu Bunglow,593954,Tarigopula
518401,755,Nandyal,5262,Jupadu Bunglow,593951,Tatipadu
518422,755,Nandyal,5263,Kothapalle,593970,Kokkerancha
518422,755,Nandyal,5263,Kothapalle,593965,Kothapalle
518401,755,Nandyal,5260,Nandikotkur,593932,Nandi Kotkur
518442,755,Nandyal,5266,Pamulapadu,593996,Bhanumukkala
518442,755,Nandyal,5266,Pamulapadu,593993,Chelimella
518442,755,Nandyal,5266,Pamulapadu,593994,Iskala
518442,755,Nandyal,5266,Pamulapadu,593992,Jutur
518442,755,Nandyal,5266,Pamulapadu,594000,Maddur
518442,755,Nandyal,5266,Pamulapadu,593991,Thummalur
518442,755,Nandyal,5266,Pamulapadu,594001,Vempenta
518101,755,Nandyal,6538,Srisailam,930985,Srisailam
521228,749,Ntr,5006,Gaddamanugu Konduru,589144,Kadimpothavaram
524315,515,Sri Potti Sriramulu Nellore,5167,Allur,591881,North Amuluru
524315,515,Sri Potti Sriramulu Nellore,5167,Allur,591885,North Mopuru
524315,515,Sri Potti Sriramulu Nellore,5167,Allur,591874,Singapeta
524315,515,Sri Potti Sriramulu Nellore,5167,Allur,591873,Velicherla
524322,515,Sri Potti Sriramulu Nellore,5165,Anumasamudrampeta,591834,Rajavolu
524322,515,Sri Potti Sriramulu Nellore,5164,Atmakur,591827,Battepadu
524322,515,Sri Potti Sriramulu Nellore,5164,Atmakur,591819,Nagulapadu
524201,515,Sri Potti Sriramulu Nellore,5156,Kondapuram,591695,Ramanujapuram
524001,515,Sri Potti Sriramulu Nellore,7182,Nellore Urban,930537,Nellore 2 (U)
515672,754,Sri Sathya Sai,5337,Bathalapalli,595176,D.Cherlopalle
515672,754,Sri Sathya Sai,5336,Dharmavaram,595161,Mallakalva
515672,754,Sri Sathya Sai,5336,Dharmavaram,595157,Ravulacheruvu
515672,754,Sri Sathya Sai,5336,Dharmavaram,595155,Subbaraopeta
515591,754,Sri Sathya Sai,5343,Kadiri,930352,Saidapuram
515591,754,Sri Sathya Sai,5343,Kadiri,595262,Yeguvapalle
515672,754,Sri Sathya Sai,5335,Kanaganipalli,595149,Muthavakuntla
515110,754,Sri Sathya Sai,5346,Kothacheruvu,595304,Bandlapalle
515301,754,Sri Sathya Sai,5350,Madakasira,595369,Tirumaladevarahalli
515110,754,Sri Sathya Sai,5356,Penukonda,595439,Settipalle
515110,754,Sri Sathya Sai,5356,Penukonda,595428,Vasudevapuram
515134,754,Sri Sathya Sai,5357,Puttaparthy,595447,Brahmanapalle
515110,754,Sri Sathya Sai,5357,Puttaparthy,595443,Kotlapalle
524132,752,Tirupati,5188,Balayapalli,592426,Papireddipalle
524132,752,Tirupati,5186,Dakkili,592302,Althurupadu
524132,752,Tirupati,5186,Dakkili,592311,Theerthampadu
524121,752,Tirupati,5197,Sullurpeta,592759,Atakanithippa
524121,752,Tirupati,5197,Sullurpeta,592735,Konnembattu
524121,752,Tirupati,5197,Sullurpeta,592746,Nadenlavari Khandrika
524121,752,Tirupati,5197,Sullurpeta,592740,Padamati Khandrika
524121,752,Tirupati,5197,Sullurpeta,592743,Pandalagunta
524121,752,Tirupati,5197,Sullurpeta,592763,Pantrangam
524121,752,Tirupati,5197,Sullurpeta,592747,Sarvareddi Khandrika
524121,752,Tirupati,5197,Sullurpeta,592725,Suddamadugu Thagelu
524121,752,Tirupati,5197,Sullurpeta,592724,Velagalapannuru
524121,752,Tirupati,5198,Tada,592778,Devuni Khandrika
524121,752,Tirupati,5198,Tada,592780,Graddagunta
524121,752,Tirupati,5198,Tada,592767,Vendlurupadu
524132,752,Tirupati,5187,Venkatagiri,592377,Alivelu Mangapuram
524132,752,Tirupati,5187,Venkatagiri,592360,C.Guntavenganna Khandrika
524132,752,Tirupati,5187,Venkatagiri,592358,Chelikampadu Mannegunta
524132,752,Tirupati,5187,Venkatagiri,592356,Dacheruvu
524132,752,Tirupati,5187,Venkatagiri,929852,Dharmapuram
524132,752,Tirupati,5187,Venkatagiri,592336,Gundalasamudram
524132,752,Tirupati,5187,Venkatagiri,592361,Kurjagunta
524132,752,Tirupati,5187,Venkatagiri,592366,Kylasanadhapuram
524132,752,Tirupati,5187,Venkatagiri,592345,Mokkalapudi
524132,752,Tirupati,5187,Venkatagiri,592364,Poolarangadupalle
524132,752,Tirupati,5187,Venkatagiri,592344,Ramasastrulavari Khandrika
524132,752,Tirupati,5187,Venkatagiri,592325,Varadanapalle
524132,752,Tirupati,5187,Venkatagiri,592379,Yathaluru
535558,521,Vizianagaram,4816,Bobbili,582342,Bhojarajapuram
535558,521,Vizianagaram,4816,Bobbili,582337,Kasidoravalasa
535558,521,Vizianagaram,4816,Bobbili,930484,Mallampeta
535003,521,Vizianagaram,4829,Bondapalli,582898,Ayyanna Agraharam
535217,521,Vizianagaram,4828,Gurla,582857,Kella
535217,521,Vizianagaram,4828,Gurla,582868,Vallapuram
535218,521,Vizianagaram,4837,Nellimarla,583145,Neelamrajupeta
535218,521,Vizianagaram,4838,Poosapatirega,583165,Chinabattivalasa
535001,521,Vizianagaram,4836,Vizianagaram Rural,930494,Gajularega
535217,521,Vizianagaram,4836,Vizianagaram Rural,930500,Venugopalapuram Bit 2
535003,521,Vizianagaram,7431,Vizianagaram Urban,583126,Hajisahebpeta
534235,523,West Godavari,4975,Akividu,588600,A.I.Bheemavaram
534235,523,West Godavari,4975,Akividu,588589,Pedakapavaram
534201,523,West Godavari,4984,Bhimavaram,931018,Bheemavaram
534275,523,West Godavari,4987,Narasapuram,588767,Chinamamidipalle (R)
534275,523,West Godavari,4987,Narasapuram,588770,Lakshmaneswaram
534275,523,West Godavari,4987,Narasapuram,931022,Narasapuram
534275,523,West Godavari,4988,Palacole,588787,Digamarru
521228,749,Ntr,5006,Gaddamanugu Konduru,589142,Pinapaka
521228,749,Ntr,5009,Ibrahimpatnam,589205,Kondapalle (Ct)
521175,749,Ntr,4991,Jaggaiahpeta,588842,Anumanchipalle
521175,749,Ntr,4991,Jaggaiahpeta,588837,Buchavaram
521185,749,Ntr,5007,Kanchikacherla,589151,Keesara
521185,749,Ntr,4993,Nandigama,588879,Kethaveeruni Padu
521185,749,Ntr,4993,Nandigama,588877,Kurugantivari Khandrika
521185,749,Ntr,4993,Nandigama,588873,Munagacherla
521235,749,Ntr,4997,Tiruvuru,588979,Mallela
521235,749,Ntr,4997,Tiruvuru,588969,Vamakuntla
522616,751,Palnadu,5070,Chilakaluripet H/O.Purushotha Patnam,590186,Pothavaram
522616,751,Palnadu,5070,Chilakaluripet H/O.Purushotha Patnam,936608,Purushothapatnam
522414,751,Palnadu,5045,Dachepalli,589852,Gamalapadu
522647,751,Palnadu,5065,Ipuru,590129,Kondramutla
522415,751,Palnadu,5046,Karempudi,589867,Veeralakshmi Puram
522426,751,Palnadu,5040,Macherla,589804,Kothapalle
522426,751,Palnadu,5040,Macherla,589809,Rayavaram
522426,751,Palnadu,5041,Veldurthy,589815,Mandadi
522647,751,Palnadu,5062,Vinukonda,590079,Venkupalem
522647,751,Palnadu,5062,Vinukonda,912390,Vinukonda R
535591,743,Parvathipuram Manyam,4818,Pachipenta,582464,Mathumuru
535591,743,Parvathipuram Manyam,4818,Pachipenta,582490,Meliakanchuru
535591,743,Parvathipuram Manyam,4818,Pachipenta,582462,Mosuru
535591,743,Parvathipuram Manyam,4818,Pachipenta,582461,Panchali
535591,743,Parvathipuram Manyam,4818,Pachipenta,582491,Tumaravilli
535501,743,Parvathipuram Manyam,4812,Parvathipuram,930477,Belagam
535501,743,Parvathipuram Manyam,4812,Parvathipuram,930478,Jagannadhapuram
535591,743,Parvathipuram Manyam,4817,Salur,582401,Annamrajuvalasa
535591,743,Parvathipuram Manyam,4817,Salur,582407,Dattivalasa
535591,743,Parvathipuram Manyam,4817,Salur,582428,Mugadavalasa
535591,743,Parvathipuram Manyam,4817,Salur,582430,Neliparti
535591,743,Parvathipuram Manyam,4817,Salur,582425,Purohitunivalasa
523201,517,Prakasam,5112,Addanki,590777,Addanki (South) (U)
523226,517,Prakasam,5128,Chimakurthy,591087,China Ravipadu
523105,517,Prakasam,5148,Kandukuru,591534,Anantha Sagaram
523105,517,Prakasam,5148,Kandukuru,591541,Machavaram
523105,517,Prakasam,5148,Kandukuru,591535,Mahadevapuram (R)
523105,517,Prakasam,5148,Kandukuru,591536,Ogur
523105,517,Prakasam,5148,Kandukuru,591528,Pandalapadu
523201,517,Prakasam,5113,Mundlamuru,590785,Khambham Padu (East)
532221,519,Srikakulam,4774,Meliaputti,580190,Chompapuram
532221,519,Srikakulam,4774,Meliaputti,580184,Kodukoligam
532221,519,Srikakulam,4775,Palasa,580257,Allukhola
532221,519,Srikakulam,4775,Palasa,580249,Raghunadhapuram
532221,519,Srikakulam,4775,Palasa,580267,Veera Ramachan Drapuram
531055,744,Anakapalli,4878,Atchuthapuram,586388,Jagannadhapura Agraharam
531055,744,Anakapalli,4878,Atchuthapuram,586376,Melupaka Jagannadhapuram
531055,744,Anakapalli,4876,Kasimkota,586335,Gobburu
531055,744,Anakapalli,4876,Kasimkota,586346,Somavaram
531055,744,Anakapalli,4877,Munagapaka,586355,Cherlopalem
531055,744,Anakapalli,4877,Munagapaka,586350,Chuchikonda
531055,744,Anakapalli,4882,S.Rayavaram,586475,Pettugollapalle
531055,744,Anakapalli,4882,S.Rayavaram,586483,Vemagiri
531055,744,Anakapalli,4879,Yelamanchili,586410,Kokkirapalle
531055,744,Anakapalli,4879,Yelamanchili,586422,Krishnapuram
531055,744,Anakapalli,4879,Yelamanchili,586420,Padmanabharaju Peta
531055,744,Anakapalli,4879,Yelamanchili,929951,Pedapalli
515002,502,Ananthapuramu,5330,Anantapur Rural,595088,Alamuru
515002,502,Ananthapuramu,5330,Anantapur Rural,595090,Upparapalle
515001,502,Ananthapuramu,7426,Anantapur Urban,595098,Anantapur (Ct)
515761,502,Ananthapuramu,5318,Beluguppa,594916,Kalvapalle
515865,502,Ananthapuramu,5304,D.Hirehal,594641,Malapanagudi
515865,502,Ananthapuramu,5304,D.Hirehal,594658,Muradi
515401,502,Ananthapuramu,5310,Gooty,594748,Brahmanapalle
515401,502,Ananthapuramu,5310,Gooty,594757,Engilibanda
515401,502,Ananthapuramu,5310,Gooty,594755,Gooty (Rural)
515401,502,Ananthapuramu,5310,Gooty,594759,Jakkalacheruvu
515401,502,Ananthapuramu,5310,Gooty,594744,Kojjepalle
515401,502,Ananthapuramu,5309,Guntakal,594726,Sankarabanda
515761,502,Ananthapuramu,5321,Kalyanadurg,594956,Kalyandurg (Ct)
515761,502,Ananthapuramu,5321,Kalyanadurg,594948,Palavoy
515865,502,Ananthapuramu,5306,Kanekal,594675,Hulikera
515775,502,Ananthapuramu,5315,Pamidi,594855,Nemallapalle
515401,502,Ananthapuramu,5311,Peddavaduguru,594761,Gooty Ananta Puram
515401,502,Ananthapuramu,5311,Peddavaduguru,594763,G. Venkatampalle
515401,502,Ananthapuramu,5311,Peddavaduguru,594762,Virupapuram
515865,502,Ananthapuramu,5305,Rayadurg,594659,Mechiri
515865,502,Ananthapuramu,5305,Rayadurg,931725,Rayadurgam
515761,502,Ananthapuramu,5332,Settur,595113,Yatakal
515411,502,Ananthapuramu,5313,Tadipatri,594825,Bondaladinne
515411,502,Ananthapuramu,5313,Tadipatri,594815,Chinnapolamada
517247,753,Annamayya,5415,Punganuru,596542,Chandramakula Palle
517247,753,Annamayya,5415,Punganuru,596553,Punganur (Rural)
517247,753,Annamayya,5415,Punganuru,596550,Vanamaladinne
516269,753,Annamayya,5239,Rayachoti,593537,Abbavaram
516269,753,Annamayya,5239,Rayachoti,593543,Chennamukkapalle (Ct)
534102,523,West Godavari,4961,Tadepalligudem,588324,Jaggannapeta
534101,523,West Godavari,4961,Tadepalligudem,931011,Kadakatla
534102,523,West Godavari,4961,Tadepalligudem,588323,Kadiyedda
534102,523,West Godavari,4961,Tadepalligudem,588326,Tadepalle
516227,504,Y.S.R. Kadapa,5210,Badvel,593058,Abbusahebpeta
516227,504,Y.S.R. Kadapa,5210,Badvel,593070,Venkatasettipalle
516172,504,Y.S.R. Kadapa,5213,Chapad,593108,Bhadripalle
516172,504,Y.S.R. Kadapa,5213,Chapad,593120,Chinnagurvalur
516172,504,Y.S.R. Kadapa,5203,Duvvur,592921,Annapusastrula Palle
516172,504,Y.S.R. Kadapa,5211,Gopavaram,930977,Bukkayapalle
516434,504,Y.S.R. Kadapa,5201,Peddamudiam,592858,Kondasunkesula
516434,504,Y.S.R. Kadapa,5201,Peddamudiam,592860,Papayapalle
516115,504,Y.S.R. Kadapa,5246,Rajampet,593664,Brahmanapalle
516115,504,Y.S.R. Kadapa,5246,Rajampet,593658,Hastavaram
516115,504,Y.S.R. Kadapa,5246,Rajampet,593653,Sitarampuram
516172,504,Y.S.R. Kadapa,5204,S.Mydukur,592935,Annalur
516172,504,Y.S.R. Kadapa,5204,S.Mydukur,592931,Lingaladinne
535591,743,Parvathipuram Manyam,4818,Pachipenta,582444,Cherukupalle
535591,743,Parvathipuram Manyam,4818,Pachipenta,582445,Panukuvalasa
535591,743,Parvathipuram Manyam,4818,Pachipenta,582488,Pudi
535591,743,Parvathipuram Manyam,4818,Pachipenta,582482,Vetaganivalasa
535591,743,Parvathipuram Manyam,4817,Salur,930485,Bangarammapeta
535591,743,Parvathipuram Manyam,4817,Salur,582436,Borabanda
535591,743,Parvathipuram Manyam,4817,Salur,582433,Chandrappavalasa
535591,743,Parvathipuram Manyam,4817,Salur,582417,Kondakaraka Valasa @ Janavarivalasa
523201,517,Prakasam,5112,Addanki,590765,Chakraya Palem
523201,517,Prakasam,5112,Addanki,590759,Mylavaram
523201,517,Prakasam,5112,Addanki,590767,Narasimha Puram
523201,517,Prakasam,5112,Addanki,590760,Uppalapadu
523201,517,Prakasam,5112,Addanki,590761,Vemparala
523226,517,Prakasam,5128,Chimakurthy,591078,Bandlamudi
523105,517,Prakasam,5151,Gudluru,591577,Gundlapalem
523201,517,Prakasam,5111,J.Pangulur,590753,Kasyapuram
523105,517,Prakasam,5148,Kandukuru,591526,G.Meka Padu
523105,517,Prakasam,5148,Kandukuru,591529,Jillelamudi
523105,517,Prakasam,5148,Kandukuru,591538,Kondamudusu Palem
523105,517,Prakasam,5148,Kandukuru,591540,Mopadu
523226,517,Prakasam,5129,Marripudi,591099,Chilamkuru
523201,517,Prakasam,5113,Mundlamuru,590798,Nadimpallivari Khandrika
523105,517,Prakasam,5142,Zarugumalli,591382,Yeduluru Padu
532185,519,Srikakulam,4798,Amadalavalasa,930807,Jaggusastrulapeta
532185,519,Srikakulam,4798,Amadalavalasa,930809,Krishnapuram
532185,519,Srikakulam,4798,Amadalavalasa,930811,Parvatheeswarunipeta
532185,519,Srikakulam,4798,Amadalavalasa,930812,Ravikanthipeta
532221,519,Srikakulam,4774,Meliaputti,580187,Goppili
532221,519,Srikakulam,4774,Meliaputti,580185,Santhoshapuram
532221,519,Srikakulam,4775,Palasa,580248,Kantragada
532221,519,Srikakulam,4775,Palasa,580256,Maradarajapuram
532221,519,Srikakulam,4775,Palasa,930926,Palasa
532221,519,Srikakulam,4775,Palasa,580265,Potriya
532221,519,Srikakulam,4775,Palasa,580263,Rajagopalapuram
532001,519,Srikakulam,4802,Srikakulam,930943,Balaga Urban
524315,515,Sri Potti Sriramulu Nellore,5167,Allur,591886,Indupuru
524315,515,Sri Potti Sriramulu Nellore,5167,Allur,591876,Isakapalle
524322,515,Sri Potti Sriramulu Nellore,5164,Atmakur,591825,Atmakur
524322,515,Sri Potti Sriramulu Nellore,5164,Atmakur,591822,Bandarupalle
524322,515,Sri Potti Sriramulu Nellore,5164,Atmakur,591815,Nellorepalem
524305,515,Sri Potti Sriramulu Nellore,5170,Buchireddipalem,591925,Kalayakagollu
524305,515,Sri Potti Sriramulu Nellore,5170,Buchireddipalem,591926,Sreerangaraja -Puram
524305,515,Sri Potti Sriramulu Nellore,5170,Buchireddipalem,591915,Vavveru
524201,515,Sri Potti Sriramulu Nellore,5158,Kavali,591717,Kavali Bit - II (Rural)
524201,515,Sri Potti Sriramulu Nellore,5158,Kavali,591720,Musunuru (Part)
524201,515,Sri Potti Sriramulu Nellore,5156,Kondapuram,591681,Parlapalle
515672,754,Sri Sathya Sai,5337,Bathalapalli,595173,Obulapuram
515672,754,Sri Sathya Sai,5336,Dharmavaram,595156,Thummala
515201,754,Sri Sathya Sai,5364,Hindupur,930354,Hindupur
515591,754,Sri Sathya Sai,5343,Kadiri,595261,Muthyalacheruvu
515110,754,Sri Sathya Sai,5346,Kothacheruvu,595306,Byrapuram
515110,754,Sri Sathya Sai,5346,Kothacheruvu,595305,Pakeerupalle
515301,754,Sri Sathya Sai,5350,Madakasira,595350,Amidalagondi
515301,754,Sri Sathya Sai,5350,Madakasira,595361,Karesankanahalli
515301,754,Sri Sathya Sai,5350,Madakasira,595357,Madakasira
515301,754,Sri Sathya Sai,5350,Madakasira,595358,Melavoi
515110,754,Sri Sathya Sai,5356,Penukonda,595427,Cherlopalle
515110,754,Sri Sathya Sai,5356,Penukonda,595436,Gonipeta
515110,754,Sri Sathya Sai,5356,Penukonda,595437,Rampuram
524132,752,Tirupati,5188,Balayapalli,592427,Konamgunta
524132,752,Tirupati,5188,Balayapalli,592435,Melchuru
531055,744,Anakapalli,4876,Kasimkota,586330,Kothapalle
531055,744,Anakapalli,4877,Munagapaka,586352,Challamalla
531055,744,Anakapalli,4879,Yelamanchili,929949,Gollagunta
531055,744,Anakapalli,4879,Yelamanchili,586412,Jampapalem
515002,502,Ananthapuramu,7426,Anantapur Urban,912404,Anantapur Rural
515865,502,Ananthapuramu,5304,D.Hirehal,594655,Dodagatta
515401,502,Ananthapuramu,5310,Gooty,594751,Erragudi
515401,502,Ananthapuramu,5310,Gooty,594760,Gooty (Ct)
515401,502,Ananthapuramu,5310,Gooty,594756,Kothapeta
515401,502,Ananthapuramu,5310,Gooty,594758,Thondapadu
515865,502,Ananthapuramu,5319,Gummagatta,594917,Galagala
515865,502,Ananthapuramu,5319,Gummagatta,594924,Pulakunta
515865,502,Ananthapuramu,5319,Gummagatta,594925,Rangasamudram
515401,502,Ananthapuramu,5309,Guntakal,594728,Yerrathimmarayachervu
515761,502,Ananthapuramu,5321,Kalyanadurg,594950,Golla
515761,502,Ananthapuramu,5321,Kalyanadurg,594945,Kurubarahalli
515775,502,Ananthapuramu,5315,Pamidi,594847,Akkajampalle
515775,502,Ananthapuramu,5315,Pamidi,594843,Anumpalle
515775,502,Ananthapuramu,5315,Pamidi,594862,Kandlapalle
515775,502,Ananthapuramu,5315,Pamidi,594864,Pamidi
515775,502,Ananthapuramu,5315,Pamidi,594851,Pogarur
515775,502,Ananthapuramu,5315,Pamidi,594858,Ramagiri
515411,502,Ananthapuramu,5314,Peddapappur,594836,Jutur
515411,502,Ananthapuramu,5326,Putlur,595024,Sanagalaguduru
515865,502,Ananthapuramu,5305,Rayadurg,594662,Bondankal
515865,502,Ananthapuramu,5305,Rayadurg,594661,Chadam
515865,502,Ananthapuramu,5305,Rayadurg,594663,Gramadatla
515761,502,Ananthapuramu,5332,Settur,595112,Adivigollapalle
515411,502,Ananthapuramu,5313,Tadipatri,594813,Komali
515411,502,Ananthapuramu,5313,Tadipatri,594822,Veerapuram
517247,753,Annamayya,5415,Punganuru,596548,Etavakili
517247,753,Annamayya,5415,Punganuru,596549,Magandlapalle
517247,753,Annamayya,5415,Punganuru,930527,Melupatla
516269,753,Annamayya,5239,Rayachoti,593531,Gorlamudiveedu
516269,753,Annamayya,5239,Rayachoti,593530,Yerranagupalle
522101,750,Bapatla,5093,Bapatla,590476,Adivi
522265,750,Bapatla,5096,Repalle,590505,Aravapalle
522265,750,Bapatla,5096,Repalle,590503,Kamarajugadda
522265,750,Bapatla,5096,Repalle,590498,Karumuru
522265,750,Bapatla,5096,Repalle,930394,Repalle Town (U)
517002,503,Chittoor,5421,Chittoor Rural,596723,Alukurupalle
517001,503,Chittoor,5421,Chittoor Rural,596699,Bakara Narasinga Rayani Peta
517002,503,Chittoor,7427,Chittoor Urban,596706,Anupalle (Part)
517001,503,Chittoor,7427,Chittoor Urban,930501,Chittoor
517002,503,Chittoor,7427,Chittoor Urban,596725,Mangasamudram (Ct)
517002,503,Chittoor,7427,Chittoor Urban,596708,Mapakshi
517002,503,Chittoor,7427,Chittoor Urban,596712,Narigapalle
517408,503,Chittoor,5417,Gangavaram,596588,Dandapalle
517408,503,Chittoor,5417,Gangavaram,596583,Keelapalle
517408,503,Chittoor,5417,Gangavaram,596595,Mogilpalle
517408,503,Chittoor,5417,Gangavaram,596581,Pasupathur
517425,503,Chittoor,5427,Kuppam,596963,Adavimulakapalle
517425,503,Chittoor,5427,Kuppam,596910,Bairaganipalle (Rural)
517425,503,Chittoor,5427,Kuppam,596919,Boggupalle
517425,503,Chittoor,5427,Kuppam,596962,Chinna Boggupalle
517425,503,Chittoor,5427,Kuppam,596924,Ekarlapalle
517425,503,Chittoor,5427,Kuppam,596920,Ellajjanuru
517425,503,Chittoor,5427,Kuppam,596931,Kakimadugu
517425,503,Chittoor,5427,Kuppam,596958,Mulakalapalle
517425,503,Chittoor,5427,Kuppam,596971,Ponnangur
517425,503,Chittoor,5427,Kuppam,596927,Sajjalapalle
517425,503,Chittoor,5427,Kuppam,596952,Urlaobanapalle
517590,503,Chittoor,5406,Nagari,596400,Kavetipuram
517590,503,Chittoor,5406,Nagari,596395,Saraswathivilasapuram
517590,503,Chittoor,5406,Nagari,911847,Tadukupeta
517590,503,Chittoor,5406,Nagari,596398,Veerakaverirajupuram
517590,503,Chittoor,5406,Nagari,596394,Venkatanarasimha -Rajuvaripet
517408,503,Chittoor,5422,Palamaner,596741,Baippagari Palle
517408,503,Chittoor,5416,Peddapanjani,596566,Chamaneru
517408,503,Chittoor,5416,Peddapanjani,596579,Kogileru
517408,503,Chittoor,5416,Peddapanjani,596574,Kolathur
517408,503,Chittoor,5416,Peddapanjani,596560,Peddavelagatur
517408,503,Chittoor,5416,Peddapanjani,596571,Thurlapalle
517408,503,Chittoor,5416,Peddapanjani,596572,Veerapalle
517590,503,Chittoor,5405,Vijayapuram,596374,Kothuru Venkatapuram
533308,505,East Godavari,4928,Kapileswarapuram,587689,Nelaturu
533308,505,East Godavari,4928,Kapileswarapuram,587690,Valluru
