stateCode,localBodyCode,localBodyName,localBodyType,districtCode,districtName,status
24,251262,Pardi,Municipality,462,Valsad,FULL MATCH
24,251264,Vapi,Municipal Corporations,462,Valsad,FULL MATCH
24,251269,Ummargam,Municipality,462,Valsad,FULL MATCH
38,251271,Diu,Municipality,464,Diu,FULL MATCH
38,251272,Daman,Municipality,463,Daman,FULL MATCH
38,251273,Silvassa,Municipality,"462, 465",Valsad | Dadra And Nagar Haveli,FULL MATCH
27,251275,Talode,Municipality,486,Nandurbar,FULL MATCH
27,251277,Shahade,Municipality,486,Nandurbar,FULL MATCH
27,251278,Nandurbar,Municipality,"474, 486",Dhule | Nandurbar,FULL MATCH
27,251279,Nawapur,Municipality,"474, 486",Dhule | Nandurbar,FULL MATCH
27,251280,Shirpur-Warwade,Municipality,474,Dhule,FULL MATCH
27,251281,Dondaicha-Warwade,Municipality,"474, 486",Dhule | Nandurbar,FULL MATCH
27,251282,Dhule,Municipal Corporations,474,Dhule,FULL MATCH
27,251283,Chopda,Municipality,478,Jalgaon,FULL MATCH
27,251284,Yawal,Municipality,478,Jalgaon,FULL MATCH
27,251285,Faizpur,Municipality,478,Jalgaon,FULL MATCH
27,251286,Savda,Municipality,478,Jalgaon,FULL MATCH
27,251287,Raver,Municipality,478,Jalgaon,FULL MATCH
27,251290,Bhusawal,Municipality,478,Jalgaon,FULL MATCH
27,251292,Erandol,Municipality,478,Jalgaon,FULL MATCH
27,251293,Dharangaon,Municipality,"466, 478",Ahilyanagar | Jalgaon,AMBIGUOUS MATCH
27,251294,Amalner,Municipality,478,Jalgaon,FULL MATCH
27,251295,Parola,Municipality,478,Jalgaon,FULL MATCH
27,251296,Chalisgaon,Municipality,,,NO MATCH
27,251297,Pachora,Municipality,478,Jalgaon,FULL MATCH
27,251298,Jalgaon - Jamod,Municipality,472,Buldhana,FULL MATCH
27,251299,Shegaon,Municipality,472,Buldhana,FULL MATCH
27,251300,Nandura,Municipality,472,Buldhana,FULL MATCH
27,251301,Malkapur,Municipality,472,Buldhana,FULL MATCH
27,251302,Khamgaon,Municipality,472,Buldhana,FULL MATCH
27,251303,Mehkar,Municipality,472,Buldhana,FULL MATCH
27,251304,Chikhli,Municipality,472,Buldhana,FULL MATCH
27,251305,Buldana,Municipality,472,Buldhana,FULL MATCH
27,251306,Deulgaon Raja,Municipality,472,Buldhana,FULL MATCH
27,251307,Sindkhed Raja,Municipality,472,Buldhana,FULL MATCH
27,251308,Lonar,Municipality,472,Buldhana,FULL MATCH
27,251309,Telhara,Municipality,467,Akola,FULL MATCH
27,251310,Akot,Municipality,467,Akola,FULL MATCH
27,251311,Balapur,Municipality,467,Akola,FULL MATCH
27,251312,Akola,Municipal Corporations,467,Akola,FULL MATCH
27,251314,Malkapur,Town Panchayat,494,Satara,FULL MATCH
27,251315,Murtijapur,Municipality,"467, 499",Akola | Washim,FULL MATCH
27,251316,Patur,Municipality,467,Akola,FULL MATCH
27,251317,Mangrulpir,Municipality,499,Washim,FULL MATCH
27,251318,Karanja,Municipality,"467, 499",Akola | Washim,FULL MATCH
27,251319,Washim,Municipality,499,Washim,FULL MATCH
27,251320,Risod,Municipality,499,Washim,FULL MATCH
27,251322,Anjangaon,Municipality,468,Amravati,FULL MATCH
27,251323,Achalpur,Municipality,468,Amravati,FULL MATCH
27,251324,Chandurbazar,Municipality,468,Amravati,FULL MATCH
27,251325,Morshi,Municipality,468,Amravati,FULL MATCH
27,251326,Warud,Municipality,468,Amravati,FULL MATCH
27,251327,Shendurjana,Municipality,468,Amravati,FULL MATCH
27,251328,Amravati,Municipal Corporations,468,Amravati,AMBIGUOUS MATCH
27,251329,Daryapur Banosa,Municipality,468,Amravati,FULL MATCH
27,251330,Chandur,Municipality,468,Amravati,FULL MATCH
27,251331,Dattapur Dhamangaon,Municipality,468,Amravati,FULL MATCH
27,251332,Arvi,Municipality,498,Wardha,FULL MATCH
27,251333,Sindi,Municipality,498,Wardha,FULL MATCH
27,251334,Wardha,Municipality,498,Wardha,FULL MATCH
27,251336,Pulgaon,Municipality,498,Wardha,FULL MATCH
27,251337,Deoli,Municipality,498,Wardha,FULL MATCH
27,251338,Hinganghat,Municipality,498,Wardha,FULL MATCH
27,251339,Mowad,Municipality,484,Nagpur,FULL MATCH
27,251340,Narkhed,Municipality,484,Nagpur,FULL MATCH
27,251341,Katol,Municipality,484,Nagpur,FULL MATCH
27,251342,Kalameshwar,Municipality,484,Nagpur,FULL MATCH
27,251343,Mohpa,Municipality,484,Nagpur,FULL MATCH
27,251344,Savner,Municipality,484,Nagpur,FULL MATCH
27,251345,Khapa,Municipality,484,Nagpur,FULL MATCH
27,251350,Kanhan - Pipri,Municipality,484,Nagpur,FULL MATCH
27,251353,Ramtek,Municipality,"471, 484",Bhandara | Nagpur,FULL MATCH
27,251356,Kamptee,Municipality,484,Nagpur,FULL MATCH
27,251358,Mahadula,Town Panchayat,"471, 484",Bhandara | Nagpur,FULL MATCH
27,251359,Wadi,Municipality,484,Nagpur,FULL MATCH
27,251362,Nagpur,Municipal Corporations,484,Nagpur,AMBIGUOUS MATCH
27,251363,Wanadongri,Municipality,484,Nagpur,FULL MATCH
27,251366,Umred,Municipality,"471, 484",Bhandara | Nagpur,FULL MATCH
27,251370,Tirora,Municipality,476,Gondia,FULL MATCH
27,251371,Gondiya,Municipality,"471, 476",Bhandara | Gondia,FULL MATCH
27,251373,Brahmapuri,Municipality,473,Chandrapur,FULL MATCH
27,251375,Bhadravati,Municipality,473,Chandrapur,FULL MATCH
27,251376,Warora,Municipality,473,Chandrapur,FULL MATCH
27,251381,Ballarpur,Municipality,473,Chandrapur,FULL MATCH
27,251382,Mul,Municipality,473,Chandrapur,FULL MATCH
27,251384,Rajura,Municipality,473,Chandrapur,FULL MATCH
27,251386,Yavatmal,Municipality,500,Yavatmal,FULL MATCH
27,251389,Darwha,Municipality,500,Yavatmal,FULL MATCH
27,251390,Digras,Municipality,500,Yavatmal,FULL MATCH
27,251391,Pusad,Municipality,500,Yavatmal,FULL MATCH
27,251393,Umarkhed,Municipality,500,Yavatmal,FULL MATCH
27,251394,Ghatanji,Municipality,500,Yavatmal,FULL MATCH
27,251395,Pandharkawda,Municipality,500,Yavatmal,FULL MATCH
27,251397,Wani,Municipality,500,Yavatmal,FULL MATCH
27,251398,Kinwat,Municipality,485,Nanded,FULL MATCH
27,251399,Hadgaon,Municipality,"477, 485",Hingoli | Nanded,FULL MATCH
27,251401,Nanded-Waghala,Municipal Corporations,485,Nanded,FULL MATCH
27,251402,Mudkhed,Municipality,485,Nanded,FULL MATCH
27,251403,Peth Umri,Municipality,485,Nanded,FULL MATCH
27,251404,Dharmabad,Municipality,485,Nanded,FULL MATCH
27,251405,Kundalwadi,Municipality,485,Nanded,FULL MATCH
27,251406,Biloli,Municipality,485,Nanded,FULL MATCH
27,251407,Loha,Municipality,485,Nanded,FULL MATCH
27,251408,Kandhar,Municipality,485,Nanded,FULL MATCH
27,251409,Mukhed,Municipality,485,Nanded,FULL MATCH
27,251410,Deglur,Municipality,485,Nanded,FULL MATCH
27,251411,Hingoli,Municipality,477,Hingoli,FULL MATCH
27,251412,Kalamnuri,Municipality,477,Hingoli,FULL MATCH
27,251413,Basmath,Municipality,"477, 489",Hingoli | Parbhani,FULL MATCH
27,251414,Sailu,Municipality,"479, 489",Jalna | Parbhani,FULL MATCH
27,251415,Jintur,Municipality,"477, 489",Hingoli | Parbhani,FULL MATCH
27,251416,Parbhani,Municipal Corporations,489,Parbhani,FULL MATCH
27,251417,Manwath,Municipality,489,Parbhani,FULL MATCH
27,251418,Pathri,Municipality,"479, 489",Jalna | Parbhani,FULL MATCH
27,251419,Sonpeth,Municipality,489,Parbhani,FULL MATCH
27,251420,Gangakhed,Municipality,489,Parbhani,FULL MATCH
27,251421,Purna,Municipality,489,Parbhani,FULL MATCH
27,251422,Bhokardan,Municipality,469,Chhatrapati Sambhajinagar,FULL MATCH
27,251423,Jalna,Municipal Corporations,469,Chhatrapati Sambhajinagar,AMBIGUOUS MATCH
27,251424,Ambad,Municipality,"469, 479",Chhatrapati Sambhajinagar | Jalna,AMBIGUOUS MATCH
27,251425,Partur,Municipality,"479, 489",Jalna | Parbhani,FULL MATCH
27,251426,Kannad,Municipality,469,Chhatrapati Sambhajinagar,FULL MATCH
27,251428,Aurangabad,Municipal Corporations,469,Chhatrapati Sambhajinagar,FULL MATCH
27,251430,Khuldabad,Municipality,469,Chhatrapati Sambhajinagar,FULL MATCH
27,251431,Vaijapur,Municipality,469,Chhatrapati Sambhajinagar,FULL MATCH
27,251432,Gangapur,Municipality,469,Chhatrapati Sambhajinagar,FULL MATCH
27,251433,Paithan,Municipality,469,Chhatrapati Sambhajinagar,FULL MATCH
27,251434,Surgana,Town Panchayat,487,Nashik,FULL MATCH
27,251435,Satana,Municipality,487,Nashik,FULL MATCH
27,251436,Soyagaon,Town Panchayat,469,Chhatrapati Sambhajinagar,FULL MATCH
27,251438,Malegaon,Municipal Corporations,487,Nashik,FULL MATCH
27,251439,Nandgaon,Municipality,487,Nashik,FULL MATCH
27,251440,Manmad,Municipality,487,Nashik,FULL MATCH
27,251441,Trimbak,Municipality,487,Nashik,FULL MATCH
27,251442,Nashik,Municipal Corporations,487,Nashik,AMBIGUOUS MATCH
27,251444,Bhagur,Municipality,487,Nashik,FULL MATCH
27,251445,Igatpuri,Municipality,487,Nashik,FULL MATCH
27,251447,Sinnar,Municipality,487,Nashik,FULL MATCH
27,251450,Yevla,Municipality,487,Nashik,FULL MATCH
27,251451,Dahanu,Municipality,665,Palghar,FULL MATCH
27,251453,Jawhar,Municipality,665,Palghar,FULL MATCH
27,251460,Palghar,Municipality,665,Palghar,FULL MATCH
27,251463,Vasai-Virar,Municipal Corporations,665,Palghar,FULL MATCH
27,251470,Mira-Bhayandar,Municipal Corporations,497,Thane,FULL MATCH
27,251471,Thane,Municipal Corporations,497,Thane,AMBIGUOUS MATCH
27,251472,Navi Mumbai,Municipal Corporations,,,NO MATCH
27,251477,Bhiwandi,Municipal Corporations,497,Thane,FULL MATCH
27,251483,Kalyan-Dombivli,Municipal Corporations,497,Thane,FULL MATCH
27,251484,Ulhasnagar,Municipal Corporations,497,Thane,AMBIGUOUS MATCH
27,251485,Ambarnath,Municipality,497,Thane,FULL MATCH
27,251486,Badlapur,Municipality,497,Thane,FULL MATCH
27,251487,Murbad,Town Panchayat,497,Thane,FULL MATCH
27,251488,Greater Mumbai,Municipal Corporations,,,NO MATCH
27,251491,Uran,Municipality,491,Raigad,FULL MATCH
27,251492,Panvel,Municipal Corporations,"483, 491, 497",Mumbai Suburban | Raigad | Thane,FULL MATCH
27,251497,Matheran,Municipality,,,NO MATCH
27,251498,Karjat,Municipality,491,Raigad,FULL MATCH
27,251501,Khopoli,Municipality,"491, 497",Raigad | Thane,FULL MATCH
27,251502,Pen,Municipality,491,Raigad,FULL MATCH
27,251503,Alibag,Municipality,491,Raigad,FULL MATCH
27,251504,Murud,Municipality,491,Raigad,FULL MATCH
27,251506,Roha Ashtami,Municipality,491,Raigad,FULL MATCH
27,251510,Goregaon,Town Panchayat,"471, 476, 491",Bhandara | Gondia | Raigad,AMBIGUOUS MATCH
27,251511,Shrivardhan,Municipality,491,Raigad,FULL MATCH
27,251512,Mhasla,Town Panchayat,491,Raigad,FULL MATCH
27,251513,Mahad,Municipality,491,Raigad,FULL MATCH
27,251516,Junnar,Municipality,490,Pune,FULL MATCH
27,251518,Shirur,Municipality,490,Pune,FULL MATCH
27,251520,Chakan,Municipality,490,Pune,FULL MATCH
27,251521,Alandi,Municipality,490,Pune,FULL MATCH
27,251522,Talegaon Dabhade,Municipality,490,Pune,FULL MATCH
27,251526,Lonavala,Municipality,490,Pune,FULL MATCH
27,251528,Pimpri Chinchwad,Municipal Corporations,490,Pune,AMBIGUOUS MATCH
27,251530,Pune,Municipal Corporations,490,Pune,AMBIGUOUS MATCH
27,251531,Daund,Municipality,490,Pune,FULL MATCH
27,251532,Sasvad,Municipality,490,Pune,FULL MATCH
27,251533,Jejuri,Municipality,490,Pune,FULL MATCH
27,251535,Bhor,Municipality,"490, 494",Pune | Satara,FULL MATCH
27,251536,Baramati,Municipality,490,Pune,FULL MATCH
27,251537,Indapur,Municipality,490,Pune,FULL MATCH
27,251539,Sangamner,Municipality,466,Ahilyanagar,FULL MATCH
27,251540,Kopargaon,Municipality,466,Ahilyanagar,FULL MATCH
27,251542,Shirdi,Town Panchayat,466,Ahilyanagar,FULL MATCH
27,251543,Rahta Pimplas,Municipality,466,Ahilyanagar,FULL MATCH
27,251544,Shrirampur,Municipality,466,Ahilyanagar,FULL MATCH
27,251546,Pathardi,Municipality,466,Ahilyanagar,FULL MATCH
27,251548,Ahmadnagar,Municipal Corporations,466,Ahilyanagar,FULL MATCH
27,251551,Rahuri,Municipality,466,Ahilyanagar,FULL MATCH
27,251552,Deolali Pravara,Municipality,466,Ahilyanagar,FULL MATCH
27,251553,Shrigonda,Municipality,466,Ahilyanagar,FULL MATCH
27,251554,Jamkhed,Municipality,466,Ahilyanagar,FULL MATCH
27,251555,Georai,Municipality,470,Beed,FULL MATCH
27,251556,Majalgaon,Municipality,470,Beed,FULL MATCH
27,251557,Bid,Municipality,470,Beed,FULL MATCH
27,251558,Kille Dharur,Municipality,470,Beed,FULL MATCH
27,251559,Parli,Municipality,470,Beed,FULL MATCH
27,251560,Ambajogai,Municipality,470,Beed,FULL MATCH
27,251561,Latur,Municipal Corporations,481,Latur,FULL MATCH
27,251562,Ahmadpur,Municipality,481,Latur,FULL MATCH
27,251563,Ausa,Municipality,481,Latur,FULL MATCH
27,251564,Nilanga,Municipality,481,Latur,FULL MATCH
27,251565,Udgir,Municipality,481,Latur,FULL MATCH
27,251566,Paranda,Municipality,488,Dharashiv,FULL MATCH
27,251567,Bhum,Municipality,488,Dharashiv,FULL MATCH
27,251568,Kalamb,Municipality,488,Dharashiv,FULL MATCH
27,251569,Osmanabad,Municipality,,,NO MATCH
27,251570,Tuljapur,Municipality,488,Dharashiv,FULL MATCH
27,251571,Naldurg,Municipality,488,Dharashiv,FULL MATCH
27,251572,Murum,Municipality,488,Dharashiv,FULL MATCH
27,251573,Umarga,Municipality,488,Dharashiv,FULL MATCH
27,251574,Karmala,Municipality,496,Solapur,FULL MATCH
27,251575,Kurduvadi,Municipality,496,Solapur,FULL MATCH
27,251576,Barshi,Municipality,496,Solapur,FULL MATCH
27,251577,Solapur,Municipal Corporations,496,Solapur,AMBIGUOUS MATCH
27,251579,Sangole,Municipality,496,Solapur,FULL MATCH
27,251580,Mangalvedhe,Municipality,496,Solapur,FULL MATCH
27,251581,Akkalkot,Municipality,496,Solapur,FULL MATCH
27,251582,Maindargi,Municipality,496,Solapur,FULL MATCH
27,251583,Dudhani,Municipality,496,Solapur,FULL MATCH
27,251584,Mahabaleshwar,Municipality,494,Satara,FULL MATCH
27,251585,Panchgani,Municipality,494,Satara,FULL MATCH
27,251586,Wai,Municipality,494,Satara,FULL MATCH
27,251588,Phaltan,Municipality,494,Satara,FULL MATCH
27,251589,Mhaswad,Municipality,494,Satara,FULL MATCH
27,251590,Rahimatpur,Municipality,494,Satara,FULL MATCH
27,251593,Satara,Municipality,494,Satara,FULL MATCH
27,251596,Patan,Town Panchayat,494,Satara,FULL MATCH
27,251598,Karad,Municipality,494,Satara,FULL MATCH
27,251599,Dapoli Camp,Town Panchayat,492,Ratnagiri,FULL MATCH
27,251601,Khed,Municipality,492,Ratnagiri,FULL MATCH
27,251602,Chiplun,Municipality,492,Ratnagiri,FULL MATCH
27,251604,Guhagar,Town Panchayat,492,Ratnagiri,FULL MATCH
27,251605,Ratnagiri,Municipality,492,Ratnagiri,FULL MATCH
27,251607,Lanja,Town Panchayat,492,Ratnagiri,FULL MATCH
27,251608,Rajapur,Municipality,492,Ratnagiri,FULL MATCH
27,251609,Kankavli,Town Panchayat,495,Sindhudurg,FULL MATCH
27,251610,Malwan,Municipality,495,Sindhudurg,FULL MATCH
27,251611,Vengurla,Municipality,495,Sindhudurg,FULL MATCH
27,251612,Kudal,Town Panchayat,495,Sindhudurg,FULL MATCH
27,251613,Sawantwadi,Municipality,495,Sindhudurg,FULL MATCH
27,251614,Malkapur-Kolhapur,Municipality,480,Kolhapur,FULL MATCH
27,251615,Panhala,Municipality,480,Kolhapur,FULL MATCH
27,251616,Vadgaon Kasba,Municipality,480,Kolhapur,FULL MATCH
27,251619,Ichalkaranji,Municipal Corporations,480,Kolhapur,FULL MATCH
27,251621,Jaysingpur,Municipality,480,Kolhapur,FULL MATCH
27,251622,Kurundvad,Municipality,480,Kolhapur,FULL MATCH
27,251625,Kolhapur,Municipal Corporations,480,Kolhapur,AMBIGUOUS MATCH
27,251628,Kagal,Municipality,480,Kolhapur,FULL MATCH
27,251629,Murgud,Municipality,480,Kolhapur,FULL MATCH
27,251630,Ajara,Town Panchayat,480,Kolhapur,FULL MATCH
27,251631,Gadhinglaj,Municipality,480,Kolhapur,FULL MATCH
27,251633,Uran Islampur,Municipality,493,Sangli,FULL MATCH
27,251634,Ashta,Municipality,493,Sangli,FULL MATCH
27,251635,Vita,Municipality,493,Sangli,FULL MATCH
27,251636,Tasgaon,Municipality,493,Sangli,FULL MATCH
27,251639,Sangli-Miraj Kupwad,Municipal Corporations,493,Sangli,FULL MATCH
36,251648,Ramagundam,Municipal Corporations,682,Peddapalli,FULL MATCH
36,251651,Jagtial,Municipality,681,Jagitial,FULL MATCH
36,251652,Korutla,Municipality,681,Jagitial,FULL MATCH
36,251653,Karimnagar,Municipal Corporations,508,Karimnagar,FULL MATCH
36,251654,Sircilla,Municipality,683,Rajanna Sircilla,FULL MATCH
36,251664,Hyderabad,Municipal Corporations,"507, 518, 700",Hyderabad | Ranga Reddy | Medchal Malkajgiri,AMBIGUOUS MATCH
36,251680,Nagarkurnool,Municipality,694,Nagarkurnool,FULL MATCH
36,251682,Bhongir,Municipality,697,Yadadri Bhuvanagiri,FULL MATCH
36,251684,Suryapet,Municipality,696,Suryapet,FULL MATCH
36,251685,Nalgonda,Municipality,514,Nalgonda,FULL MATCH
36,251686,Devarakonda,Municipality,514,Nalgonda,FULL MATCH
36,251689,Miryalaguda,Municipality,514,Nalgonda,FULL MATCH
36,251690,Jangaon,Municipality,689,Jangoan,FULL MATCH
36,251691,Warangal,Municipal Corporations,"522, 686",Warangal | Hanumakonda,AMBIGUOUS MATCH
28,251695,Palasa Kasibugga,Municipality,"517, 519, 790",Prakasam | Srikakulam | Markapuram,AMBIGUOUS MATCH
28,251696,Ichapuram,Municipality,790,Markapuram,FULL MATCH
28,251698,Rajam,Municipality,790,Markapuram,FULL MATCH
28,251699,Amadalavalasa,Municipality,"517, 519, 790",Prakasam | Srikakulam | Markapuram,AMBIGUOUS MATCH
28,251700,Srikakulam,Municipal Corporations,519,Srikakulam,FULL MATCH
28,251701,Parvathipuram,Municipality,743,Parvathipuram Manyam,FULL MATCH
28,251702,Bobbili,Municipality,521,Vizianagaram,FULL MATCH
28,251703,Salur,Municipality,743,Parvathipuram Manyam,FULL MATCH
28,251709,Vizianagaram Municipal Corporation,Municipal Corporations,521,Vizianagaram,AMBIGUOUS MATCH
28,251711,Nellimarla,Town Panchayat,"517, 521, 790",Prakasam | Vizianagaram | Markapuram,AMBIGUOUS MATCH
28,251716,Narsipatnam,Municipality,744,Anakapalli,FULL MATCH
28,251719,Visakhapatnam,Municipal Corporations,,,NO MATCH
28,251722,Tuni,Municipality,"744, 746",Anakapalli | Kakinada,FULL MATCH
28,251724,Peddapuram,Municipality,"505, 746",East Godavari | Kakinada,FULL MATCH
28,251725,Rajahmundry,Municipal Corporations,505,East Godavari,AMBIGUOUS MATCH
28,251727,Samalkot,Municipality,746,Kakinada,FULL MATCH
28,251728,Pithapuram,Municipality,746,Kakinada,FULL MATCH
28,251731,Kakinada,Municipal Corporations,746,Kakinada,AMBIGUOUS MATCH
28,251732,Mandapeta,Municipality,505,East Godavari,FULL MATCH
28,251733,Ramachandrapuram,Municipality,"505, 747",East Godavari | Dr. B.R. Ambedkar Konaseema,AMBIGUOUS MATCH
28,251735,Amalapuram,Municipality,747,Dr. B.R. Ambedkar Konaseema,FULL MATCH
28,251736,Kovvur,Municipality,505,East Godavari,FULL MATCH
28,251737,Nidadavole,Municipality,505,East Godavari,FULL MATCH
28,251738,Tadepalligudem,Municipality,523,West Godavari,FULL MATCH
28,251739,Eluru,Municipal Corporations,748,Eluru,AMBIGUOUS MATCH
28,251740,Tanuku,Municipality,523,West Godavari,FULL MATCH
28,251741,Bhimavaram,Municipality,523,West Godavari,FULL MATCH
28,251742,Narasapur,Municipality,523,West Godavari,FULL MATCH
28,251743,Palacole,Municipality,,,NO MATCH
28,251745,Nuzvid,Municipality,,,NO MATCH
28,251746,Vijayawada Municipal Corporation,Municipal Corporations,749,Ntr,FULL MATCH
28,251747,Gudivada,Municipality,510,Krishna,FULL MATCH
28,251749,Pedana,Municipality,510,Krishna,FULL MATCH
28,251750,Machilipatnam Municipal Corporation,Municipal Corporations,,,NO MATCH
28,251751,Macherla,Municipality,751,Palnadu,FULL MATCH
28,251752,Mangalagiri Tadepalli,Municipal Corporations,506,Guntur,FULL MATCH
28,251753,Sattenapalle,Municipality,751,Palnadu,FULL MATCH
28,251754,Vinukonda,Municipality,751,Palnadu,FULL MATCH
28,251755,Narasaraopeta,Municipality,,,NO MATCH
28,251756,Chilakaluripeta,Municipality,751,Palnadu,FULL MATCH
28,251757,Guntur,Municipal Corporations,506,Guntur,AMBIGUOUS MATCH
28,251758,Tenali,Municipality,506,Guntur,FULL MATCH
28,251759,Ponnuru,Municipality,506,Guntur,FULL MATCH
28,251760,Bapatla,Municipality,750,Bapatla,FULL MATCH
28,251761,Repalle,Municipality,750,Bapatla,FULL MATCH
28,251762,Markapur,Municipality,,,NO MATCH
28,251763,Chirala,Municipality,,,NO MATCH
28,251766,Ongole,Municipal Corporations,517,Prakasam,AMBIGUOUS MATCH
28,251768,Kandukur,Municipality,517,Prakasam,FULL MATCH
28,251770,Kavali,Municipality,515,Sri Potti Sriramulu Nellore,FULL MATCH
28,251772,Nellore Municipal Corporation,Municipal Corporations,515,Sri Potti Sriramulu Nellore,FULL MATCH
28,251773,Gudur (Kurnool),Town Panchayat,"511, 517, 790",Kurnool | Prakasam | Markapuram,AMBIGUOUS MATCH
28,251774,Venkatagiri,Municipality,752,Tirupati,FULL MATCH
28,251778,Proddatur,Municipality,504,Y.S.R. Kadapa,FULL MATCH
28,251780,Jammalamadugu,Town Panchayat,504,Y.S.R. Kadapa,FULL MATCH
28,251781,Yerraguntla,Town Panchayat,790,Markapuram,FULL MATCH
28,251782,Cuddapah,Municipal Corporations,504,Y.S.R. Kadapa,FULL MATCH
28,251786,Rayachoti,Municipality,753,Annamayya,FULL MATCH
28,251787,Yemmiganur,Municipality,511,Kurnool,FULL MATCH
28,251789,Kurnool,Municipal Corporations,511,Kurnool,FULL MATCH
28,251792,Adoni,Municipality,511,Kurnool,FULL MATCH
28,251795,Nandyal,Municipality,755,Nandyal,AMBIGUOUS MATCH
28,251797,Gooty,Municipality,502,Ananthapuramu,FULL MATCH
28,251799,Kalyandurg,Municipality,502,Ananthapuramu,FULL MATCH
29,251809,Nipani,City Municipal Council,527,Belagavi,FULL MATCH
29,251810,Sadalgi,Town Municipal Council,527,Belagavi,FULL MATCH
29,251811,Chikodi,Town Municipal Council,,,NO MATCH
29,251812,Athni,Town Municipal Council,527,Belagavi,FULL MATCH
29,251813,Kudchi,Town Municipal Council,527,Belagavi,FULL MATCH
29,251814,Raybag,Town Panchayat,527,Belagavi,FULL MATCH
29,251815,Mudalgi,Town Municipal Council,527,Belagavi,FULL MATCH
29,251816,Konnur,Town Municipal Council,"524, 527",Bagalkote | Belagavi,AMBIGUOUS MATCH
29,251818,Gokak,City Municipal Council,,,NO MATCH
29,251819,Sankeshwar,Town Municipal Council,527,Belagavi,FULL MATCH
29,251820,Hukeri,Town Municipal Council,527,Belagavi,FULL MATCH
29,251824,Belagavi,Municipal Corporations,,,NO MATCH
29,251825,Khanapur,Town Panchayat,527,Belagavi,FULL MATCH
29,251827,Bail Hongal,Town Municipal Council,527,Belagavi,FULL MATCH
29,251828,Saundatti-Yellamma,Town Municipal Council,527,Belagavi,FULL MATCH
29,251829,Ramdurg,Town Municipal Council,527,Belagavi,FULL MATCH
29,251830,Mahalingpur,Town Municipal Council,524,Bagalkote,FULL MATCH
29,251831,Terdal,Town Municipal Council,524,Bagalkote,FULL MATCH
29,251832,Jamkhandi,City Municipal Council,524,Bagalkote,FULL MATCH
29,251833,Rabkavi-Banhatti,City Municipal Council,524,Bagalkote,FULL MATCH
29,251834,Bilgi,Town Panchayat,524,Bagalkote,FULL MATCH
29,251835,Mudhol,City Municipal Council,524,Bagalkote,FULL MATCH
29,251836,Kerur,Town Panchayat,527,Belagavi,FULL MATCH
29,251837,Badami,Town Municipal Council,524,Bagalkote,FULL MATCH
29,251838,Guledgudda,Town Municipal Council,524,Bagalkote,FULL MATCH
29,251839,Bagalkot,City Municipal Council,524,Bagalkote,FULL MATCH
29,251840,Hungund,Town Municipal Council,524,Bagalkote,FULL MATCH
29,251841,Ilkal,City Municipal Council,524,Bagalkote,FULL MATCH
29,251842,Vijayapura,Town Municipal Council,,,NO MATCH
29,251843,Indi,Town Municipal Council,530,Vijayapura,FULL MATCH
29,251844,Sindgi,Town Municipal Council,530,Vijayapura,FULL MATCH
29,251845,Basavana Bagevadi,Town Municipal Council,530,Vijayapura,FULL MATCH
29,251846,Muddebihal,Town Municipal Council,530,Vijayapura,FULL MATCH
29,251847,Talikota,Town Municipal Council,530,Vijayapura,FULL MATCH
29,251848,Aland,Town Municipal Council,538,Kalaburagi,FULL MATCH
29,251849,Afzalpur,Town Municipal Council,538,Kalaburagi,FULL MATCH
29,251852,Sedam,Town Municipal Council,538,Kalaburagi,FULL MATCH
29,251853,Chittapura,Town Municipal Council,538,Kalaburagi,FULL MATCH
29,251854,Shahabad Acc,Notified Area Council,538,Kalaburagi,FULL MATCH
29,251855,Shahabad,City Municipal Council,538,Kalaburagi,FULL MATCH
29,251856,Wadi,Town Municipal Council,538,Kalaburagi,FULL MATCH
29,251858,Jevargi,Town Municipal Council,538,Kalaburagi,FULL MATCH
29,251859,Shorapur,City Municipal Council,635,Yadgir,FULL MATCH
29,251860,Bhimarayanagudi,Notified Area Council,635,Yadgir,FULL MATCH
29,251861,Shahpur,City Municipal Council,635,Yadgir,FULL MATCH
29,251862,Gurmatkal,Town Municipal Council,"538, 635",Kalaburagi | Yadgir,FULL MATCH
29,251863,Yadgir,City Municipal Council,635,Yadgir,AMBIGUOUS MATCH
29,251864,Basavakalyan,City Municipal Council,529,Bidar,FULL MATCH
29,251865,Bhalki,Town Municipal Council,529,Bidar,FULL MATCH
29,251866,Aurad,Town Panchayat,529,Bidar,FULL MATCH
29,251867,Bidar,City Municipal Council,529,Bidar,FULL MATCH
29,251868,Homnabad,Town Municipal Council,529,Bidar,FULL MATCH
29,251869,Chitgoppa,Town Municipal Council,529,Bidar,FULL MATCH
29,251870,Mudgal,Town Municipal Council,546,Raichur,FULL MATCH
29,251871,Lingasugur,Town Municipal Council,546,Raichur,FULL MATCH
29,251872,Hatti Gold Mines,Notified Area Council,546,Raichur,FULL MATCH
29,251873,Hatti,Town Panchayat,546,Raichur,FULL MATCH
29,251874,Devadurga,Town Municipal Council,546,Raichur,FULL MATCH
29,251876,Raichur,City Municipal Council,,,NO MATCH
29,251877,Manvi,Town Municipal Council,546,Raichur,FULL MATCH
29,251878,Sindhnur,City Municipal Council,546,Raichur,FULL MATCH
29,251879,Yelburga,Town Panchayat,543,Koppal,FULL MATCH
29,251880,Kushtagi,Town Municipal Council,543,Koppal,FULL MATCH
