stateCode,localBodyCode,localBodyName,localBodyType,districtCode,districtName,status
1,248034,Municipal Council Kupwara,Notified Area Council,8,Kupwara,FULL MATCH
1,248035,Municipal Committee Handwara,Municipality,8,Kupwara,FULL MATCH
1,248036,Municipal Committee Banihal,Municipality,621,Ramban,FULL MATCH
1,248037,Municipal Council Ramban,Notified Area Council,621,Ramban,FULL MATCH
1,248038,Municipal Council Doda,Notified Area Council,4,Doda,FULL MATCH
1,248039,Municipal Committee Batote,Municipality,"4, 621",Doda | Ramban,FULL MATCH
1,248040,Municipal Committee Bhaderwah,Municipality,4,Doda,FULL MATCH
1,248041,Municipal Council Kishtwar,Notified Area Council,620,Kishtwar,FULL MATCH
1,248042,Municipal Council Poonch,Notified Area Council,10,Poonch,FULL MATCH
2,248043,Nahan,Municipality,"24, 25",Sirmaur | Solan,FULL MATCH
2,248044,Dalhousie,Municipality,16,Chamba,FULL MATCH
2,248045,Paonta Sahib,Municipality,"24, 25",Sirmaur | Solan,FULL MATCH
2,248046,Chamba,Municipality,16,Chamba,FULL MATCH
2,248047,Rajgarh,Town Panchayat,24,Sirmaur,FULL MATCH
20,248049,Deoghar,Municipal Corporations,324,Deoghar,FULL MATCH
20,248050,Madhupur,Municipality,"324, 326",Deoghar | Dumka,AMBIGUOUS MATCH
20,248051,Godda,Municipality,"326, 330",Dumka | Godda,AMBIGUOUS MATCH
20,248052,Sahibganj,Municipality,"326, 340",Dumka | Sahebganj,AMBIGUOUS MATCH
20,248053,Rajmahal,Town Panchayat,340,Sahebganj,FULL MATCH
20,248054,Dumka,Municipality,326,Dumka,FULL MATCH
20,248055,Chirkunda,Municipality,326,Dumka,FULL MATCH
20,248056,Chas,Municipal Corporations,322,Bokaro,AMBIGUOUS MATCH
20,248057,Gumla,Municipality,326,Dumka,FULL MATCH
21,248058,Kamakhyanagar,Notified Area Council,352,Dhenkanal,FULL MATCH
21,248059,Bhuban,Notified Area Council,352,Dhenkanal,FULL MATCH
21,248060,Dhenkanal,Municipality,352,Dhenkanal,FULL MATCH
22,248061,Kurud,Municipality,377,Dhamtari,FULL MATCH
22,248062,Dhamtari,Municipal Corporations,377,Dhamtari,FULL MATCH
22,248063,Keshkal,Town Panchayat,"381, 643",Uttar Bastar Kanker | Kondagaon,FULL MATCH
22,248064,Narayanpur,Municipality,"381, 637, 643",Uttar Bastar Kanker | Narayanpur | Kondagaon,FULL MATCH
23,248065,Sidhi,Municipality,433,Sidhi,FULL MATCH
23,248066,Singrauli,Municipal Corporations,638,Singrauli,FULL MATCH
23,248067,Rampur Naikin,Town Panchayat,433,Sidhi,FULL MATCH
23,248068,Churhat,Town Panchayat,433,Sidhi,FULL MATCH
23,248069,Sarni,Municipality,394,Betul,FULL MATCH
23,248070,Betul Bazar,Town Panchayat,394,Betul,FULL MATCH
23,248071,Multai,Municipality,394,Betul,FULL MATCH
23,248072,Betul,Municipality,394,Betul,FULL MATCH
23,248073,Amla,Municipality,394,Betul,FULL MATCH
23,248075,"Nagar Palika, Nainpur",Municipality,415,Mandla,FULL MATCH
24,248076,Shahera,Municipality,"454, 669",Panch Mahals | Mahisagar,FULL MATCH
27,248077,Pauni,Municipality,471,Bhandara,FULL MATCH
27,248078,Bhandara,Municipality,471,Bhandara,FULL MATCH
27,248079,Tumsar,Municipality,471,Bhandara,FULL MATCH
27,248080,Municipal Council Gadchiroli,Municipality,"473, 475",Chandrapur | Gadchiroli,FULL MATCH
27,248081,Municipal Council Desaiganj ( Wadsa),Municipality,475,Gadchiroli,FULL MATCH
27,248082,Chandrapur,Municipal Corporations,473,Chandrapur,FULL MATCH
36,248083,Adilabad,Municipality,501,Adilabad,FULL MATCH
36,248084,Bellampalli,Municipality,684,Mancherial,FULL MATCH
36,248085,Bhainsa,Municipality,680,Nirmal,FULL MATCH
36,248086,Kagaz Nagar,Municipality,699,Kumuram Bheem Asifabad,FULL MATCH
36,248087,Mancherial,Municipality,,,NO MATCH
36,248088,Mandamarri,Municipality,684,Mancherial,FULL MATCH
36,248089,Nirmal,Municipality,680,Nirmal,FULL MATCH
36,248090,Armoor,Municipality,516,Nizamabad,FULL MATCH
36,248091,Nizamabad,Municipal Corporations,516,Nizamabad,FULL MATCH
36,248092,Bodhan,Municipality,516,Nizamabad,FULL MATCH
36,248093,Kamareddy,Municipality,685,Kamareddy,FULL MATCH
36,248094,Sangareddy,Municipality,691,Sangareddy,FULL MATCH
36,248095,Medak,Municipality,513,Medak,FULL MATCH
36,248096,Siddipet,Municipality,692,Siddipet,FULL MATCH
36,248097,Zaheerabad,Municipality,,,NO MATCH
36,248098,Sadasivpet,Municipality,691,Sangareddy,FULL MATCH
36,248099,Tandur,Municipality,698,Vikarabad,FULL MATCH
36,248100,Vikarabad,Municipality,698,Vikarabad,FULL MATCH
36,248101,Mahabubnagar,Municipality,,,NO MATCH
36,248102,Narayanpet,Municipality,721,Narayanpet,FULL MATCH
36,248103,Gadwal,Municipality,695,Jogulamba Gadwal,FULL MATCH
36,248104,Wanaparthy,Municipality,,,NO MATCH
36,248105,Khammam,Municipal Corporations,,,NO MATCH
36,248106,Yellandu,Municipality,"509, 690",Khammam | Bhadradri Kothagudem,FULL MATCH
36,248107,Manugur,Municipality,690,Bhadradri Kothagudem,FULL MATCH
36,248108,Sathupally,Municipality,"509, 690",Khammam | Bhadradri Kothagudem,FULL MATCH
36,248109,Kothagudem,Municipality,690,Bhadradri Kothagudem,FULL MATCH
36,248110,Palwancha,Municipality,690,Bhadradri Kothagudem,FULL MATCH
28,248111,Badvel,Municipality,504,Y.S.R. Kadapa,FULL MATCH
28,248112,Anantapur,Municipal Corporations,502,Ananthapuramu,FULL MATCH
28,248113,Guntakal,Municipality,,,NO MATCH
28,248114,Tadipatri,Municipality,502,Ananthapuramu,FULL MATCH
28,248115,Dharmavaram,Municipality,754,Sri Sathya Sai,AMBIGUOUS MATCH
28,248116,Kadiri,Municipality,754,Sri Sathya Sai,FULL MATCH
28,248117,Rayadurg,Municipality,502,Ananthapuramu,FULL MATCH
28,248118,Hindupur,Municipality,754,Sri Sathya Sai,FULL MATCH
28,248119,Madanapalli,Municipality,,,NO MATCH
28,248120,Punganur,Municipality,753,Annamayya,FULL MATCH
28,248121,Tirupati,Municipal Corporations,,,NO MATCH
28,248122,Chittoor,Municipal Corporations,503,Chittoor,FULL MATCH
28,248123,Palamaner,Municipality,503,Chittoor,FULL MATCH
28,248124,Srikalahasti,Municipality,752,Tirupati,FULL MATCH
28,248125,Nagari,Municipality,503,Chittoor,FULL MATCH
28,248126,Puttur,Municipality,"503, 752",Chittoor | Tirupati,FULL MATCH
29,248127,Kalaburagi City Corporation,Municipal Corporations,538,Kalaburagi,AMBIGUOUS MATCH
20,248128,Garhwa,Municipality,"326, 328",Dumka | Garhwa,AMBIGUOUS MATCH
20,248129,Chatra,Municipality,"323, 326",Chatra | Dumka,AMBIGUOUS MATCH
20,248130,Hazaribag,Municipal Corporations,332,Hazaribagh,FULL MATCH
20,248131,Kodarma,Town Panchayat,334,Koderma,FULL MATCH
20,248132,Jhumri Telaiya,Municipality,"326, 334",Dumka | Koderma,AMBIGUOUS MATCH
20,248133,Pakur,Municipality,"326, 337",Dumka | Pakur,AMBIGUOUS MATCH
20,248134,Jamtara,Town Panchayat,324,Deoghar,FULL MATCH
20,248135,Mihijam,Municipality,326,Dumka,FULL MATCH
20,248136,Phusro,Municipality,326,Dumka,FULL MATCH
20,248137,Lohardaga,Municipality,326,Dumka,FULL MATCH
20,248138,Simdega,Municipality,326,Dumka,FULL MATCH
1,248139,Municipal Committee Langate,Municipality,8,Kupwara,FULL MATCH
21,248140,Anugul,Municipality,344,Angul,FULL MATCH
21,248141,Talcher,Municipality,344,Angul,FULL MATCH
21,248142,Athamallik,Notified Area Council,344,Angul,FULL MATCH
22,248143,Bastar,Town Panchayat,374,Bastar,FULL MATCH
9,248145,Domariyaganj,Town Panchayat,182,Siddharthnagar,FULL MATCH
1,248146,Municipal Council Bandipora,Notified Area Council,"3, 623",Baramulla | Bandipora,FULL MATCH
1,248147,Municipal Committee Hajin,Municipality,"3, 8, 623",Baramulla | Kupwara | Bandipora,FULL MATCH
1,248148,Municipal Committee Sumbal,Municipality,"3, 8, 623",Baramulla | Kupwara | Bandipora,FULL MATCH
1,248149,Municipal Council Sopore,Notified Area Council,3,Baramulla,FULL MATCH
1,248150,Municipal Committee Pattan,Municipality,"3, 623",Baramulla | Bandipora,FULL MATCH
1,248151,Municipal Council Baramulla,Notified Area Council,"3, 8",Baramulla | Kupwara,FULL MATCH
1,248152,Municipal Committee Uri,Municipality,3,Baramulla,FULL MATCH
1,248153,Municipal Committee Kunzer,Municipality,3,Baramulla,FULL MATCH
1,248154,Municipal Committee Gulmarg Tangmarg,Municipality,3,Baramulla,FULL MATCH
1,248155,Municipal Council Ganderbal,Notified Area Council,626,Ganderbal,FULL MATCH
1,248156,Srinagar Municipal Corporation,Municipal Corporations,13,Srinagar,AMBIGUOUS MATCH
1,248157,Municipal Committee Magam,Municipality,"2, 3",Budgam | Baramulla,FULL MATCH
1,248158,Municipal Committee Beerwah,Municipality,2,Budgam,FULL MATCH
1,248159,Municipal Council Budgam,Notified Area Council,"2, 13",Budgam | Srinagar,FULL MATCH
1,248160,Municipal Committee Khansahib,Municipality,2,Budgam,FULL MATCH
1,248161,Municipal Committee Chrari Sharief,Municipality,2,Budgam,FULL MATCH
1,248162,Municipal Committee Pampore,Municipality,"11, 13",Pulwama | Srinagar,FULL MATCH
1,248163,Municipal Committee Khrew,Municipality,11,Pulwama,FULL MATCH
1,248164,Municipal Committee Tral,Municipality,11,Pulwama,FULL MATCH
1,248165,Municipal Committee Awantipora,Municipality,11,Pulwama,FULL MATCH
1,248166,Municipal Council Pulwama,Notified Area Council,11,Pulwama,FULL MATCH
1,248167,Municipal Council Shopian,Notified Area Council,625,Shopian,FULL MATCH
1,248168,Municipal Committee Pahalgam,Municipality,1,Anantnag,FULL MATCH
1,248169,Municipal Committee Bijbehara,Municipality,1,Anantnag,FULL MATCH
1,248170,Municipal Committee Mattan,Municipality,1,Anantnag,FULL MATCH
1,248171,Municipal Council Anantnag,Notified Area Council,1,Anantnag,AMBIGUOUS MATCH
1,248172,Municipal Committee Achabal,Municipality,1,Anantnag,FULL MATCH
1,248173,Municipal Committee Kokernag,Municipality,1,Anantnag,FULL MATCH
1,248174,Municipal Council Kulgam,Notified Area Council,622,Kulgam,FULL MATCH
1,248175,Municipal Committee Qazigund,Municipality,1,Anantnag,FULL MATCH
1,248176,Municipal Committee Dooru Verinag,Municipality,1,Anantnag,FULL MATCH
37,248177,Leh,Municipality,"6, 9",Kargil | Leh Ladakh,FULL MATCH
37,248178,Kargil,Municipality,"6, 9",Kargil | Leh Ladakh,FULL MATCH
1,248187,Municipal Committee Thanamandi,Municipality,12,Rajouri,FULL MATCH
1,248190,Municipal Committee Sunderbani,Municipality,12,Rajouri,FULL MATCH
1,248191,Municipal Committee Jourian,Municipality,5,Jammu,FULL MATCH
1,248192,Municipal Committee Akhnoor,Municipality,5,Jammu,FULL MATCH
1,248193,Municipal Committee Khour,Municipality,5,Jammu,FULL MATCH
1,248194,Jammu Municipal Corporation,Municipal Corporations,5,Jammu,AMBIGUOUS MATCH
1,248195,Municipal Committee Ghou-Manhasan,Municipality,5,Jammu,FULL MATCH
1,248196,Municipal Committee R S Pura,Municipality,5,Jammu,FULL MATCH
1,248197,Municipal Committee Bishnah,Municipality,5,Jammu,FULL MATCH
1,248198,Municipal Committee Arnia,Municipality,5,Jammu,FULL MATCH
1,248199,Municipal Committee Bari Brahmana,Municipality,624,Samba,FULL MATCH
1,248201,Municipal Committee Vijaypur,Municipality,624,Samba,FULL MATCH
1,248202,Municipal Council Samba,Notified Area Council,"14, 624",Udhampur | Samba,FULL MATCH
1,248203,Municipal Committee Ramgarh,Municipality,624,Samba,FULL MATCH
1,248204,Municipal Committee Billawar,Municipality,7,Kathua,FULL MATCH
2,248210,Nurpur,Municipality,18,Kangra,FULL MATCH
2,248211,Dharamshala,Municipal Corporations,18,Kangra,FULL MATCH
2,248213,Kangra,Municipality,18,Kangra,FULL MATCH
2,248214,Nagrota Bagwan,Municipality,18,Kangra,FULL MATCH
2,248216,Jawalamukhi,Municipality,18,Kangra,FULL MATCH
2,248217,Palampur,Municipal Corporations,18,Kangra,FULL MATCH
2,248218,Manali,Municipality,20,Kullu,FULL MATCH
2,248219,Kullu,Municipality,20,Kullu,FULL MATCH
2,248220,Bhuntar,Town Panchayat,"20, 22",Kullu | Mandi,FULL MATCH
2,248221,Banjar,Town Panchayat,"20, 22",Kullu | Mandi,FULL MATCH
2,248222,Jogindarnagar,Municipality,22,Mandi,FULL MATCH
2,248223,Sarkaghat,Municipality,22,Mandi,FULL MATCH
2,248224,Sundernagar,Municipality,22,Mandi,FULL MATCH
2,248225,Mandi,Municipal Corporations,"20, 22",Kullu | Mandi,FULL MATCH
2,248226,Rawalsar,Town Panchayat,22,Mandi,FULL MATCH
2,248227,Tira Sujanpur,Municipality,17,Hamirpur,FULL MATCH
2,248228,Nadaun,Town Panchayat,17,Hamirpur,FULL MATCH
2,248229,Hamirpur,Municipality,17,Hamirpur,FULL MATCH
2,248230,Bhota,Town Panchayat,17,Hamirpur,FULL MATCH
2,248231,Daulatpur,Town Panchayat,26,Una,FULL MATCH
2,248232,Gagret,Town Panchayat,26,Una,FULL MATCH
2,248233,Una,Municipality,26,Una,FULL MATCH
2,248234,Mehatpur Basdehra,Municipality,26,Una,FULL MATCH
2,248235,Santokhgarh,Municipality,26,Una,FULL MATCH
2,248236,Ghumarwin,Municipality,15,Bilaspur,FULL MATCH
2,248237,Talai,Town Panchayat,15,Bilaspur,FULL MATCH
2,248238,Naina Devi,Municipality,15,Bilaspur,FULL MATCH
2,248239,Bilaspur,Municipality,15,Bilaspur,FULL MATCH
2,248240,Arki,Town Panchayat,"24, 25",Sirmaur | Solan,FULL MATCH
2,248241,Nalagarh,Municipality,"24, 25",Sirmaur | Solan,FULL MATCH
2,248242,Baddi,Municipality,"24, 25",Sirmaur | Solan,FULL MATCH
2,248243,Parwanoo,Municipality,"24, 25",Sirmaur | Solan,FULL MATCH
2,248244,Solan,Municipal Corporations,"24, 25",Sirmaur | Solan,FULL MATCH
2,248245,Rampur,Municipality,"20, 23",Kullu | Shimla,FULL MATCH
2,248246,Narkanda,Town Panchayat,23,Shimla,FULL MATCH
2,248247,Suni,Town Panchayat,23,Shimla,FULL MATCH
2,248248,Shimla,Municipal Corporations,23,Shimla,FULL MATCH
2,248249,Theog,Municipality,23,Shimla,FULL MATCH
2,248250,Chopal,Town Panchayat,23,Shimla,FULL MATCH
2,248251,Jubbal,Town Panchayat,23,Shimla,FULL MATCH
2,248252,Kotkhai,Town Panchayat,23,Shimla,FULL MATCH
2,248253,Rohru,Municipality,23,Shimla,FULL MATCH
3,248254,Sujanpur,Municipality,"32, 662",Gurdaspur | Pathankot,FULL MATCH
3,248256,Pathankot,Municipal Corporations,32,Gurdaspur,FULL MATCH
3,248259,Dinanagar,Municipality,"32, 662",Gurdaspur | Pathankot,FULL MATCH
3,248260,Gurdaspur,Municipality,32,Gurdaspur,FULL MATCH
3,248262,Dhariwal,Municipality,32,Gurdaspur,FULL MATCH
3,248263,Fatehgarh Churian,Municipality,32,Gurdaspur,FULL MATCH
3,248264,Batala,Municipal Corporations,32,Gurdaspur,FULL MATCH
3,248265,Sri Hargobindpur,Municipality,32,Gurdaspur,FULL MATCH
3,248266,Qadian,Municipality,32,Gurdaspur,FULL MATCH
3,248267,Dera Baba Nanak,Municipality,32,Gurdaspur,FULL MATCH
3,248268,Ramdas,Town Panchayat,27,Amritsar,FULL MATCH
3,248269,Ajnala,Municipality,27,Amritsar,FULL MATCH
3,248270,Raja Sansi,Town Panchayat,27,Amritsar,FULL MATCH
3,248271,Majitha,Town Panchayat,"27, 609",Amritsar | Tarn Taran,FULL MATCH
3,248272,Jandiala Guru,Municipality,"27, 609",Amritsar | Tarn Taran,FULL MATCH
3,248273,Amritsar,Municipal Corporations,27,Amritsar,FULL MATCH
3,248274,Tarn-Taran,Municipality,"27, 609",Amritsar | Tarn Taran,FULL MATCH
3,248275,Bhikhiwind,Town Panchayat,609,Tarn Taran,FULL MATCH
3,248276,Khemkaran,Town Panchayat,"27, 609",Amritsar | Tarn Taran,FULL MATCH
3,248277,Patti,Municipality,609,Tarn Taran,FULL MATCH
3,248278,Rayya,Municipality,609,Tarn Taran,FULL MATCH
3,248280,Begowal,Town Panchayat,35,Kapurthala,FULL MATCH
3,248281,Bhulath,Town Panchayat,"34, 35",Jalandhar | Kapurthala,FULL MATCH
3,248282,Dhilwan,Town Panchayat,35,Kapurthala,FULL MATCH
3,248283,Kapurthala,Municipal Corporations,35,Kapurthala,FULL MATCH
3,248285,Sultanpur Lodhi,Municipality,"34, 35",Jalandhar | Kapurthala,FULL MATCH
3,248286,Phagwara,Municipal Corporations,"34, 35",Jalandhar | Kapurthala,FULL MATCH
3,248287,Lohian Khas,Town Panchayat,"34, 35",Jalandhar | Kapurthala,FULL MATCH
3,248288,Shahkot,Town Panchayat,"34, 35",Jalandhar | Kapurthala,FULL MATCH
3,248289,Nakodar,Municipality,"34, 35",Jalandhar | Kapurthala,FULL MATCH
3,248291,Nurmahal,Municipality,"34, 35",Jalandhar | Kapurthala,FULL MATCH
3,248292,Goraya,Municipality,34,Jalandhar,FULL MATCH
3,248293,Phillaur,Municipality,34,Jalandhar,FULL MATCH
3,248294,Adampur,Municipality,34,Jalandhar,FULL MATCH
3,248295,Alawalpur,Municipality,34,Jalandhar,FULL MATCH
3,248296,Jalandhar,Municipal Corporations,34,Jalandhar,FULL MATCH
3,248298,Bhogpur,Municipality,34,Jalandhar,FULL MATCH
3,248299,Kartarpur,Municipality,"34, 35",Jalandhar | Kapurthala,FULL MATCH
3,248300,Dasua,Municipality,,,NO MATCH
3,248301,Gardhiwala,Municipality,,,NO MATCH
3,248302,Urmar Tanda,Municipality,,,NO MATCH
3,248303,Mukerian,Municipality,,,NO MATCH
3,248305,Talwara,Town Panchayat,,,NO MATCH
3,248306,Hariana,Municipality,,,NO MATCH
3,248308,Hoshiarpur,Municipal Corporations,,,NO MATCH
3,248309,Sham Chaurasi,Municipality,,,NO MATCH
3,248310,Mahilpur,Town Panchayat,,,NO MATCH
3,248311,Garhshankar,Municipality,,,NO MATCH
3,248312,Banga,Municipality,40,Shahid Bhagat Singh Nagar,FULL MATCH
3,248313,Nawanshahr,Municipality,40,Shahid Bhagat Singh Nagar,FULL MATCH
3,248314,Rahon,Municipality,40,Shahid Bhagat Singh Nagar,FULL MATCH
3,248315,Balachaur,Municipality,,,NO MATCH
3,248317,Anandpur Sahib,Municipality,42,Rupnagar,FULL MATCH
3,248319,Rupnagar,Municipality,42,Rupnagar,FULL MATCH
3,248320,Morinda,Municipality,"42, 608",Rupnagar | S.A.S Nagar,FULL MATCH
3,248321,Kurali,Municipality,"42, 608",Rupnagar | S.A.S Nagar,FULL MATCH
3,248324,Kharar,Municipality,608,S.A.S Nagar,FULL MATCH
3,248325,S.A.S.Nagar - Mohali,Municipal Corporations,608,S.A.S Nagar,AMBIGUOUS MATCH
3,248327,Bassi Pathana,Municipality,"30, 41",Fatehgarh Sahib | Patiala,FULL MATCH
3,248328,Sirhind Fatehgarh Sahib,Municipality,30,Fatehgarh Sahib,FULL MATCH
3,248329,Gobindgarh,Municipality,30,Fatehgarh Sahib,FULL MATCH
3,248330,Amloh,Municipality,"30, 41",Fatehgarh Sahib | Patiala,FULL MATCH
3,248331,Khamanon,Town Panchayat,30,Fatehgarh Sahib,FULL MATCH
3,248332,Samrala,Municipality,36,Ludhiana,FULL MATCH
3,248333,Machhiwara,Municipality,36,Ludhiana,FULL MATCH
3,248334,Khanna,Municipality,36,Ludhiana,FULL MATCH
3,248335,Maloud,Town Panchayat,36,Ludhiana,FULL MATCH
3,248336,Payal,Municipality,36,Ludhiana,FULL MATCH
3,248337,Doraha,Municipality,36,Ludhiana,FULL MATCH
3,248338,Ludhiana,Municipal Corporations,36,Ludhiana,FULL MATCH
3,248339,Sahnewal,Municipality,36,Ludhiana,FULL MATCH
3,248340,Mullanpur Dakha,Municipality,36,Ludhiana,FULL MATCH
3,248342,Raikot,Municipality,36,Ludhiana,FULL MATCH
3,248343,Jagraon,Municipality,36,Ludhiana,FULL MATCH
3,248344,Badhni Kalan,Town Panchayat,38,Moga,FULL MATCH
3,248345,Bhagha Purana,Municipality,38,Moga,FULL MATCH
3,248346,Dharamkot,Municipality,"31, 38",Ferozepur | Moga,FULL MATCH
3,248347,Moga,Municipal Corporations,38,Moga,FULL MATCH
3,248348,Makhu,Town Panchayat,"31, 38",Ferozepur | Moga,FULL MATCH
3,248349,Zira,Municipality,"31, 38",Ferozepur | Moga,FULL MATCH
3,248350,Talwandi Bhai,Municipality,31,Ferozepur,FULL MATCH
3,248351,Firozpur,Municipality,31,Ferozepur,FULL MATCH
3,248352,Guru Har Sahai,Municipality,"31, 651",Ferozepur | Fazilka,FULL MATCH
3,248353,Jalalabad,Municipality,"31, 651",Ferozepur | Fazilka,FULL MATCH
3,248354,Fazilka,Municipality,651,Fazilka,FULL MATCH
3,248355,Abohar,Municipal Corporations,651,Fazilka,FULL MATCH
3,248356,Malout,Municipality,39,Sri Muktsar Sahib,FULL MATCH
3,248357,Giddarbaha,Municipality,39,Sri Muktsar Sahib,FULL MATCH
3,248358,Bariwala,Town Panchayat,"29, 39",Faridkot | Sri Muktsar Sahib,FULL MATCH
3,248359,Muktsar,Municipality,39,Sri Muktsar Sahib,FULL MATCH
3,248360,Faridkot,Municipality,29,Faridkot,FULL MATCH
3,248361,Kot Kapura,Municipality,29,Faridkot,FULL MATCH
3,248362,Jaitu,Municipality,"29, 39",Faridkot | Sri Muktsar Sahib,FULL MATCH
3,248363,Rampura Phul,Municipality,"28, 37",Bathinda | Mansa,FULL MATCH
3,248364,Goniana,Municipality,28,Bathinda,FULL MATCH
3,248366,Bhucho Mandi,Municipality,28,Bathinda,FULL MATCH
3,248367,Bathinda,Municipal Corporations,28,Bathinda,FULL MATCH
3,248368,Sangat,Municipality,28,Bathinda,FULL MATCH
3,248369,Kot Fatta,Municipality,28,Bathinda,FULL MATCH
3,248370,Raman,Municipality,"28, 37",Bathinda | Mansa,FULL MATCH
3,248371,Maur,Municipality,"28, 37",Bathinda | Mansa,FULL MATCH
3,248372,Sardulgarh,Town Panchayat,37,Mansa,FULL MATCH
3,248373,Budhlada,Municipality,37,Mansa,FULL MATCH
3,248374,Bareta,Municipality,37,Mansa,FULL MATCH
3,248375,Bhikhi,Town Panchayat,"28, 37",Bathinda | Mansa,FULL MATCH
3,248376,Mansa,Municipality,"28, 37",Bathinda | Mansa,FULL MATCH
3,248377,Bhadaur,Municipality,605,Barnala,FULL MATCH
3,248378,Barnala,Municipality,605,Barnala,FULL MATCH
3,248379,Handiaya,Town Panchayat,605,Barnala,FULL MATCH
3,248380,Tapa,Municipality,605,Barnala,FULL MATCH
3,248381,Dhanaula,Municipality,605,Barnala,FULL MATCH
3,248382,Ahmedgarh,Municipality,737,Malerkotla,FULL MATCH
3,248383,Malerkotla,Municipality,"43, 737",Sangrur | Malerkotla,FULL MATCH
3,248384,Dhuri,Municipality,"43, 605",Sangrur | Barnala,FULL MATCH
3,248385,Longowal,Municipality,"43, 605",Sangrur | Barnala,FULL MATCH
3,248386,Sangrur,Municipality,43,Sangrur,FULL MATCH
3,248387,Bhawanigarh,Municipality,43,Sangrur,FULL MATCH
3,248388,Cheema,Town Panchayat,43,Sangrur,FULL MATCH
3,248389,Dirba,Town Panchayat,43,Sangrur,FULL MATCH
3,248390,Sunam,Municipality,43,Sangrur,FULL MATCH
3,248391,Lehragaga,Municipality,43,Sangrur,FULL MATCH
3,248392,Moonak,Town Panchayat,43,Sangrur,FULL MATCH
3,248393,Khanauri,Town Panchayat,43,Sangrur,FULL MATCH
3,248394,Ghagga,Town Panchayat,41,Patiala,FULL MATCH
3,248395,Patran,Municipality,41,Patiala,FULL MATCH
3,248396,Samana,Municipality,41,Patiala,FULL MATCH
3,248397,Nabha,Municipality,41,Patiala,FULL MATCH
3,248398,Sanaur,Municipality,41,Patiala,FULL MATCH
3,248399,Patiala,Municipal Corporations,41,Patiala,FULL MATCH
3,248402,Ghanaur,Town Panchayat,"30, 41, 608",Fatehgarh Sahib | Patiala | S.A.S Nagar,FULL MATCH
3,248403,Rajpura,Municipality,"41, 608",Patiala | S.A.S Nagar,FULL MATCH
3,248404,Banur,Municipality,"41, 608",Patiala | S.A.S Nagar,FULL MATCH
3,248405,Dera Bassi,Municipality,608,S.A.S Nagar,FULL MATCH
3,248407,Zirakpur,Municipality,608,S.A.S Nagar,FULL MATCH
5,248409,Barkot,Municipality,57,Uttarkashi,FULL MATCH
5,248410,Barahat-Uttarkashi,Municipality,57,Uttarkashi,FULL MATCH
5,248411,Gangotri,Town Panchayat,57,Uttarkashi,FULL MATCH
5,248412,Badrinathpuri,Town Panchayat,47,Chamoli,FULL MATCH
5,248413,Joshimath,Municipality,47,Chamoli,FULL MATCH
5,248414,Chamoli Gopeshwar,Municipality,47,Chamoli,FULL MATCH
5,248415,Nandprayag,Town Panchayat,47,Chamoli,FULL MATCH
5,248416,Gochar,Municipality,"47, 54",Chamoli | Rudraprayag,FULL MATCH
5,248417,Karnaprayag,Municipality,47,Chamoli,FULL MATCH
5,248418,Kedarnath,Town Panchayat,54,Rudraprayag,FULL MATCH
5,248419,Rudraprayag,Municipality,"47, 54",Chamoli | Rudraprayag,FULL MATCH
5,248420,Kirtinagar,Town Panchayat,55,Tehri Garhwal,FULL MATCH
5,248421,Devprayag,Municipality,"52, 55",Pauri Garhwal | Tehri Garhwal,FULL MATCH
5,248422,Tehri,Municipality,"53, 55",Pithoragarh | Tehri Garhwal,FULL MATCH
5,248423,Chamba,Municipality,55,Tehri Garhwal,FULL MATCH
5,248424,Narendranagar,Municipality,55,Tehri Garhwal,FULL MATCH
5,248426,Munikireti-Dhalwala,Municipality,55,Tehri Garhwal,FULL MATCH
5,248427,Vikasnagar,Municipality,49,Dehradun,AMBIGUOUS MATCH
5,248428,Herbertpur,Municipality,49,Dehradun,AMBIGUOUS MATCH
5,248429,Mussoorie,Municipality,49,Dehradun,FULL MATCH
5,248430,Dehradun,Municipal Corporations,49,Dehradun,FULL MATCH
5,248433,Doiwala,Municipality,49,Dehradun,FULL MATCH
5,248434,Rishikesh,Municipal Corporations,,,NO MATCH
5,248437,Srinagar,Municipal Corporations,52,Pauri Garhwal,FULL MATCH
5,248438,Pauri,Municipality,52,Pauri Garhwal,FULL MATCH
5,248440,Dogadda,Municipality,52,Pauri Garhwal,FULL MATCH
5,248441,Kanvnagri Kotdwar,Municipal Corporations,52,Pauri Garhwal,FULL MATCH
5,248444,Dharchula,Municipality,53,Pithoragarh,FULL MATCH
5,248445,Didihat,Municipality,53,Pithoragarh,FULL MATCH
5,248446,Pithoragarh,Municipal Corporations,53,Pithoragarh,FULL MATCH
5,248447,Bageshwar,Municipality,46,Bageshwar,FULL MATCH
5,248448,Dwarahat,Town Panchayat,45,Almora,FULL MATCH
5,248449,Almora,Municipal Corporations,"45, 46",Almora | Bageshwar,FULL MATCH
5,248450,Lohaghat,Municipality,48,Champawat,FULL MATCH
5,248451,Champawat,Municipality,"48, 53",Champawat | Pithoragarh,FULL MATCH
5,248452,Tanakpur,Municipality,"48, 51",Champawat | Nainital,FULL MATCH
5,248454,Nainital,Municipality,51,Nainital,FULL MATCH
5,248455,Bhowali,Municipality,51,Nainital,FULL MATCH
5,248456,Bhimtal,Municipality,51,Nainital,FULL MATCH
